pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Hyaluronan Metabolism	0	0	0.0393778203544508			
N-Glycan biosynthesis	0	0	0.0393778203544508			
Glycolysis and Gluconeogenesis	0	0	0.0393778203544508			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.0393778203544508			
R Group Synthesis	0	0	0.0393778203544508			
C5-Branched dibasic acid metabolism	0	0	0.0393778203544508			
Pyruvate Metabolism	0	0	0.0393778203544508			
Sialic acid metabolism	0	1	0.0393778203544508			
Chondroitin sulfate degradation	0	0	0.0393778203544508			
Di-unsaturated fatty acid beta-oxidation	0	1	0.0393778203544508			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.0393778203544508			
Linoleate metabolism	0	3	0.0393778203544508			
Hexose phosphorylation	0	0	0.0393778203544508			
Vitamin B2 (riboflavin) metabolism	0	0	0.0393778203544508			
Squalene and cholesterol biosynthesis	0	0	0.0393778203544508			
Galactose metabolism	0	0	0.0393778203544508			
Keratan sulfate degradation	0	0	0.0393778203544508			
Glycerolipid metabolism	0	0	0.0393778203544508			
Carnitine shuttle	0	0	0.0393778203544508			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.0393778203544508			
Alkaloid biosynthesis II	0	0	0.0393778203544508			
Vitamin B1 (thiamin) metabolism	0	0	0.0393778203544508			
Glycosphingolipid biosynthesis - globoseries	0	0	0.0393778203544508			
Histidine metabolism	0	0	0.0393778203544508			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.0393778203544508			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.0393778203544508			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.0393778203544508			
Parathio degradation	0	0	0.0393778203544508			
Propanoate metabolism	0	0	0.0393778203544508			
Blood Group Biosynthesis	0	0	0.0393778203544508			
Electron transport chain	0	0	0.0393778203544508			
Vitamin H (biotin) metabolism	0	0	0.0393778203544508			
Biopterin metabolism	0	0	0.0393778203544508			
Vitamin E metabolism	0	0	0.0393778203544508			
Androgen and estrogen biosynthesis and metabolism	0	0	0.0393778203544508			
Glycine, serine, alanine and threonine metabolism	0	0	0.0393778203544508			
Caffeine metabolism	0	0	0.0393778203544508			
Lipoate metabolism	0	0	0.0393778203544508			
Heparan sulfate biosynthesis	0	0	0.0393778203544508			
Drug metabolism - cytochrome P450	0	0	0.0393778203544508			
Vitamin B9 (folate) metabolism	0	0	0.0393778203544508			
Tryptophan metabolism	0	0	0.0393778203544508			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.0393778203544508			
Urea cycle/amino group metabolism	0	0	0.0393778203544508			
Valine, leucine and isoleucine degradation	0	0	0.0393778203544508			
Fatty Acid Metabolism	0	5	0.0393778203544508			
Glycosaminoglycan degradation	0	0	0.0393778203544508			
Fatty acid oxidation	0	0	0.0393778203544508			
Fructose and mannose metabolism	0	0	0.0393778203544508			
ROS Detoxification	0	0	0.0393778203544508			
Xenobiotics metabolism	0	2	0.0393778203544508			
Saturated fatty acids beta-oxidation	0	2	0.0393778203544508			
CoA Catabolism	0	0	0.0393778203544508			
Omega-3 fatty acid metabolism	0	0	0.0393778203544508			
Butanoate metabolism	0	0	0.0393778203544508			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.0393778203544508			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.0393778203544508			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	0	0.0393778203544508			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	0	0.0393778203544508			
Geraniol degradation	0	0	0.0393778203544508			
D4&E4-neuroprostanes formation	0	1	0.0393778203544508			
Vitamin D	0	0	0.0393778203544508			
Dynorphin metabolism	0	0	0.0393778203544508			
Heparan sulfate degradation	0	0	0.0393778203544508			
Fatty acid oxidation, peroxisome	0	0	0.0393778203544508			
Polyunsaturated fatty acid biosynthesis	0	2	0.0393778203544508			
Purine metabolism	0	1	0.0393778203544508			
Alanine and Aspartate Metabolism	0	0	0.0393778203544508			
Glutathione Metabolism	0	0	0.0393778203544508			
Keratan sulfate biosynthesis	0	0	0.0393778203544508			
TCA cycle	0	0	0.0393778203544508			
3-Chloroacrylic acid degradation	0	0	0.0393778203544508			
Sphingolipid metabolism	0	0	0.0393778203544508			
O-Glycan biosynthesis	0	0	0.0393778203544508			
Glycosphingolipid metabolism	0	2	0.0393778203544508			
Limonene and pinene degradation	0	0	0.0393778203544508			
Arginine and Proline Metabolism	0	0	0.0393778203544508			
Proteoglycan biosynthesis	0	0	0.0393778203544508			
Vitamin K metabolism	0	0	0.0393778203544508			
Glutamate metabolism	0	0	0.0393778203544508			
Porphyrin metabolism	0	1	0.0393778203544508			
Phosphatidylinositol phosphate metabolism	0	2	0.0393778203544508			
Benzoate degradation via CoA ligation	0	0	0.0393778203544508			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.0393778203544508			
Vitamin B6 (pyridoxine) metabolism	0	0	0.0393778203544508			
Pentose and Glucuronate Interconversions	0	0	0.0393778203544508			
Atrazine degradation	0	0	0.0393778203544508			
N-Glycan Degradation	0	0	0.0393778203544508			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.0393778203544508			
Fatty acid activation	0	6	0.0393778203544508			
Carbon fixation	0	0	0.0393778203544508			
Nucleotide Sugar Metabolism	0	0	0.0393778203544508			
Ubiquinone Biosynthesis	0	0	0.0393778203544508			
1- and 2-Methylnaphthalene degradation	0	0	0.0393778203544508			
Pyrimidine metabolism	0	0	0.0393778203544508			
Aspartate and asparagine metabolism	0	0	0.0393778203544508			
Nitrogen metabolism	0	0	0.0393778203544508			
Drug metabolism - other enzymes	0	0	0.0393778203544508			
Aminosugars metabolism	0	0	0.0393778203544508			
Tyrosine metabolism	0	0	0.0393778203544508			
Beta-Alanine metabolism	0	0	0.0393778203544508			
Prostaglandin formation from dihomo gama-linoleic acid	0	1	0.0393778203544508			
Starch and Sucrose Metabolism	0	0	0.0393778203544508			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.0393778203544508			
Phytanic acid peroxisomal oxidation	0	0	0.0393778203544508			
Pentose phosphate pathway	0	0	0.0393778203544508			
Methionine and cysteine metabolism	0	0	0.0393778203544508			
Lysine metabolism	0	0	0.0393778203544508			
Selenoamino acid metabolism	0	0	0.0393778203544508			
