pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Fatty acid oxidation	0	0	0.16595244097134695			
Fructose and mannose metabolism	0	0	0.16595244097134695			
ROS Detoxification	0	0	0.16595244097134695			
Xenobiotics metabolism	0	0	0.16595244097134695			
CoA Catabolism	0	0	0.16595244097134695			
Butanoate metabolism	0	6	0.16595244097134695			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.16595244097134695			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.16595244097134695			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	1	0.16595244097134695			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	1	0.16595244097134695			
Geraniol degradation	0	0	0.16595244097134695			
D4&E4-neuroprostanes formation	0	0	0.16595244097134695			
Vitamin D	0	1	0.16595244097134695			
Dynorphin metabolism	0	0	0.16595244097134695			
Heparan sulfate degradation	0	0	0.16595244097134695			
Fatty acid oxidation, peroxisome	0	0	0.16595244097134695			
Polyunsaturated fatty acid biosynthesis	0	0	0.16595244097134695			
Purine metabolism	0	1	0.16595244097134695			
Alanine and Aspartate Metabolism	0	1	0.16595244097134695			
Glutathione Metabolism	0	0	0.16595244097134695			
Keratan sulfate biosynthesis	0	0	0.16595244097134695			
TCA cycle	0	0	0.16595244097134695			
3-Chloroacrylic acid degradation	0	0	0.16595244097134695			
Sphingolipid metabolism	0	0	0.16595244097134695			
O-Glycan biosynthesis	0	0	0.16595244097134695			
Glycosphingolipid metabolism	0	8	0.16595244097134695			
Limonene and pinene degradation	0	2	0.16595244097134695			
Arginine and Proline Metabolism	0	3	0.16595244097134695			
Proteoglycan biosynthesis	0	0	0.16595244097134695			
Vitamin K metabolism	0	2	0.16595244097134695			
Glutamate metabolism	0	0	0.16595244097134695			
Porphyrin metabolism	0	0	0.16595244097134695			
Phosphatidylinositol phosphate metabolism	0	0	0.16595244097134695			
Benzoate degradation via CoA ligation	0	0	0.16595244097134695			
Prostaglandin formation from arachidonate	0	5	0.16595244097134695			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.16595244097134695			
Vitamin B6 (pyridoxine) metabolism	0	0	0.16595244097134695			
Pentose and Glucuronate Interconversions	0	1	0.16595244097134695			
Atrazine degradation	0	0	0.16595244097134695			
N-Glycan Degradation	0	0	0.16595244097134695			
Leukotriene metabolism	0	3	0.16595244097134695			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.16595244097134695			
Carbon fixation	0	0	0.16595244097134695			
Nucleotide Sugar Metabolism	0	0	0.16595244097134695			
Ubiquinone Biosynthesis	0	0	0.16595244097134695			
1- and 2-Methylnaphthalene degradation	0	0	0.16595244097134695			
Pyrimidine metabolism	0	2	0.16595244097134695			
Aspartate and asparagine metabolism	0	8	0.16595244097134695			
Nitrogen metabolism	0	1	0.16595244097134695			
Drug metabolism - other enzymes	0	0	0.16595244097134695			
Aminosugars metabolism	0	0	0.16595244097134695			
Tyrosine metabolism	0	3	0.16595244097134695			
Beta-Alanine metabolism	0	2	0.16595244097134695			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.16595244097134695			
C21-steroid hormone biosynthesis and metabolism	0	6	0.16595244097134695			
Starch and Sucrose Metabolism	0	2	0.16595244097134695			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.16595244097134695			
Omega-6 fatty acid metabolism	0	1	0.16595244097134695			
Phytanic acid peroxisomal oxidation	0	0	0.16595244097134695			
Pentose phosphate pathway	0	1	0.16595244097134695			
Methionine and cysteine metabolism	0	0	0.16595244097134695			
Lysine metabolism	0	3	0.16595244097134695			
Selenoamino acid metabolism	0	0	0.16595244097134695			
