pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
O-Glycan biosynthesis	0	0	0.16334761784723972			
Glycosphingolipid metabolism	0	8	0.16334761784723972			
Limonene and pinene degradation	0	2	0.16334761784723972			
Arginine and Proline Metabolism	0	3	0.16334761784723972			
Proteoglycan biosynthesis	0	0	0.16334761784723972			
Vitamin K metabolism	0	2	0.16334761784723972			
Glutamate metabolism	0	0	0.16334761784723972			
Porphyrin metabolism	0	0	0.16334761784723972			
Phosphatidylinositol phosphate metabolism	0	0	0.16334761784723972			
Benzoate degradation via CoA ligation	0	0	0.16334761784723972			
Prostaglandin formation from arachidonate	0	5	0.16334761784723972			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.16334761784723972			
Vitamin B6 (pyridoxine) metabolism	0	0	0.16334761784723972			
Pentose and Glucuronate Interconversions	0	1	0.16334761784723972			
Atrazine degradation	0	0	0.16334761784723972			
N-Glycan Degradation	0	0	0.16334761784723972			
Leukotriene metabolism	0	3	0.16334761784723972			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.16334761784723972			
Carbon fixation	0	0	0.16334761784723972			
Nucleotide Sugar Metabolism	0	0	0.16334761784723972			
Ubiquinone Biosynthesis	0	0	0.16334761784723972			
1- and 2-Methylnaphthalene degradation	0	0	0.16334761784723972			
Pyrimidine metabolism	0	2	0.16334761784723972			
Aspartate and asparagine metabolism	0	8	0.16334761784723972			
Nitrogen metabolism	0	1	0.16334761784723972			
Drug metabolism - other enzymes	0	0	0.16334761784723972			
Aminosugars metabolism	0	0	0.16334761784723972			
Tyrosine metabolism	0	3	0.16334761784723972			
Beta-Alanine metabolism	0	2	0.16334761784723972			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.16334761784723972			
C21-steroid hormone biosynthesis and metabolism	0	6	0.16334761784723972			
Starch and Sucrose Metabolism	0	2	0.16334761784723972			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.16334761784723972			
Omega-6 fatty acid metabolism	0	1	0.16334761784723972			
Phytanic acid peroxisomal oxidation	0	0	0.16334761784723972			
Pentose phosphate pathway	0	1	0.16334761784723972			
Methionine and cysteine metabolism	0	0	0.16334761784723972			
Lysine metabolism	0	3	0.16334761784723972			
Selenoamino acid metabolism	0	0	0.16334761784723972			
