pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Fatty Acid Metabolism	0	6	0.16620452062851862			
Glycosaminoglycan degradation	0	0	0.16620452062851862			
Fatty acid oxidation	0	0	0.16620452062851862			
Fructose and mannose metabolism	0	0	0.16620452062851862			
ROS Detoxification	0	0	0.16620452062851862			
Xenobiotics metabolism	0	0	0.16620452062851862			
CoA Catabolism	0	0	0.16620452062851862			
Butanoate metabolism	0	6	0.16620452062851862			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.16620452062851862			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.16620452062851862			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	1	0.16620452062851862			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	1	0.16620452062851862			
Geraniol degradation	0	0	0.16620452062851862			
D4&E4-neuroprostanes formation	0	0	0.16620452062851862			
Vitamin D	0	1	0.16620452062851862			
Dynorphin metabolism	0	0	0.16620452062851862			
Heparan sulfate degradation	0	0	0.16620452062851862			
Fatty acid oxidation, peroxisome	0	0	0.16620452062851862			
Polyunsaturated fatty acid biosynthesis	0	0	0.16620452062851862			
Purine metabolism	0	1	0.16620452062851862			
Alanine and Aspartate Metabolism	0	1	0.16620452062851862			
Glutathione Metabolism	0	0	0.16620452062851862			
Keratan sulfate biosynthesis	0	0	0.16620452062851862			
TCA cycle	0	0	0.16620452062851862			
3-Chloroacrylic acid degradation	0	0	0.16620452062851862			
Sphingolipid metabolism	0	0	0.16620452062851862			
O-Glycan biosynthesis	0	0	0.16620452062851862			
Glycosphingolipid metabolism	0	8	0.16620452062851862			
Limonene and pinene degradation	0	2	0.16620452062851862			
Arginine and Proline Metabolism	0	3	0.16620452062851862			
Proteoglycan biosynthesis	0	0	0.16620452062851862			
Vitamin K metabolism	0	2	0.16620452062851862			
Glutamate metabolism	0	0	0.16620452062851862			
Porphyrin metabolism	0	0	0.16620452062851862			
Phosphatidylinositol phosphate metabolism	0	0	0.16620452062851862			
Benzoate degradation via CoA ligation	0	0	0.16620452062851862			
Prostaglandin formation from arachidonate	0	5	0.16620452062851862			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.16620452062851862			
Vitamin B6 (pyridoxine) metabolism	0	0	0.16620452062851862			
Pentose and Glucuronate Interconversions	0	1	0.16620452062851862			
Atrazine degradation	0	0	0.16620452062851862			
N-Glycan Degradation	0	0	0.16620452062851862			
Leukotriene metabolism	0	3	0.16620452062851862			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.16620452062851862			
Carbon fixation	0	0	0.16620452062851862			
Nucleotide Sugar Metabolism	0	0	0.16620452062851862			
Ubiquinone Biosynthesis	0	0	0.16620452062851862			
1- and 2-Methylnaphthalene degradation	0	0	0.16620452062851862			
Pyrimidine metabolism	0	2	0.16620452062851862			
Aspartate and asparagine metabolism	0	8	0.16620452062851862			
Nitrogen metabolism	0	1	0.16620452062851862			
Drug metabolism - other enzymes	0	0	0.16620452062851862			
Aminosugars metabolism	0	0	0.16620452062851862			
Tyrosine metabolism	0	3	0.16620452062851862			
Beta-Alanine metabolism	0	2	0.16620452062851862			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.16620452062851862			
C21-steroid hormone biosynthesis and metabolism	0	6	0.16620452062851862			
Starch and Sucrose Metabolism	0	2	0.16620452062851862			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.16620452062851862			
Omega-6 fatty acid metabolism	0	1	0.16620452062851862			
Phytanic acid peroxisomal oxidation	0	0	0.16620452062851862			
Pentose phosphate pathway	0	1	0.16620452062851862			
Methionine and cysteine metabolism	0	0	0.16620452062851862			
Lysine metabolism	0	3	0.16620452062851862			
Selenoamino acid metabolism	0	0	0.16620452062851862			
