pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Urea cycle/amino group metabolism	0	4	0.12772035963364423			
Fatty Acid Metabolism	0	6	0.12772035963364423			
Glycosaminoglycan degradation	0	0	0.12772035963364423			
Fatty acid oxidation	0	0	0.12772035963364423			
Fructose and mannose metabolism	0	0	0.12772035963364423			
ROS Detoxification	0	0	0.12772035963364423			
Xenobiotics metabolism	0	0	0.12772035963364423			
Saturated fatty acids beta-oxidation	0	2	0.12772035963364423			
CoA Catabolism	0	0	0.12772035963364423			
Omega-3 fatty acid metabolism	0	4	0.12772035963364423			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.12772035963364423			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.12772035963364423			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	1	0.12772035963364423			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	1	0.12772035963364423			
Geraniol degradation	0	0	0.12772035963364423			
D4&E4-neuroprostanes formation	0	0	0.12772035963364423			
Vitamin D	0	1	0.12772035963364423			
Dynorphin metabolism	0	0	0.12772035963364423			
Heparan sulfate degradation	0	0	0.12772035963364423			
Fatty acid oxidation, peroxisome	0	0	0.12772035963364423			
Polyunsaturated fatty acid biosynthesis	0	0	0.12772035963364423			
Purine metabolism	0	1	0.12772035963364423			
Alanine and Aspartate Metabolism	0	1	0.12772035963364423			
Glutathione Metabolism	0	0	0.12772035963364423			
Keratan sulfate biosynthesis	0	0	0.12772035963364423			
TCA cycle	0	0	0.12772035963364423			
3-Chloroacrylic acid degradation	0	0	0.12772035963364423			
Sphingolipid metabolism	0	0	0.12772035963364423			
O-Glycan biosynthesis	0	0	0.12772035963364423			
Limonene and pinene degradation	0	2	0.12772035963364423			
Arginine and Proline Metabolism	0	3	0.12772035963364423			
Proteoglycan biosynthesis	0	0	0.12772035963364423			
Vitamin K metabolism	0	2	0.12772035963364423			
Glutamate metabolism	0	0	0.12772035963364423			
Porphyrin metabolism	0	0	0.12772035963364423			
Phosphatidylinositol phosphate metabolism	0	0	0.12772035963364423			
Benzoate degradation via CoA ligation	0	0	0.12772035963364423			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.12772035963364423			
Vitamin B6 (pyridoxine) metabolism	0	0	0.12772035963364423			
Pentose and Glucuronate Interconversions	0	1	0.12772035963364423			
Atrazine degradation	0	0	0.12772035963364423			
N-Glycan Degradation	0	0	0.12772035963364423			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.12772035963364423			
Fatty acid activation	0	8	0.12772035963364423			
Carbon fixation	0	0	0.12772035963364423			
Nucleotide Sugar Metabolism	0	0	0.12772035963364423			
Ubiquinone Biosynthesis	0	0	0.12772035963364423			
1- and 2-Methylnaphthalene degradation	0	0	0.12772035963364423			
Pyrimidine metabolism	0	2	0.12772035963364423			
Aspartate and asparagine metabolism	0	8	0.12772035963364423			
Nitrogen metabolism	0	1	0.12772035963364423			
Drug metabolism - other enzymes	0	0	0.12772035963364423			
Aminosugars metabolism	0	0	0.12772035963364423			
Tyrosine metabolism	0	3	0.12772035963364423			
Beta-Alanine metabolism	0	2	0.12772035963364423			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.12772035963364423			
C21-steroid hormone biosynthesis and metabolism	0	6	0.12772035963364423			
Starch and Sucrose Metabolism	0	2	0.12772035963364423			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.12772035963364423			
Phytanic acid peroxisomal oxidation	0	0	0.12772035963364423			
Pentose phosphate pathway	0	1	0.12772035963364423			
Methionine and cysteine metabolism	0	0	0.12772035963364423			
Lysine metabolism	0	3	0.12772035963364423			
Selenoamino acid metabolism	0	0	0.12772035963364423			
