pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Hyaluronan Metabolism	0	0	0.04075287790941938			
N-Glycan biosynthesis	0	0	0.04075287790941938			
Glycolysis and Gluconeogenesis	0	0	0.04075287790941938			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.04075287790941938			
R Group Synthesis	0	0	0.04075287790941938			
C5-Branched dibasic acid metabolism	0	0	0.04075287790941938			
Pyruvate Metabolism	0	0	0.04075287790941938			
Sialic acid metabolism	0	1	0.04075287790941938			
Chondroitin sulfate degradation	0	0	0.04075287790941938			
Di-unsaturated fatty acid beta-oxidation	0	1	0.04075287790941938			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.04075287790941938			
Linoleate metabolism	0	3	0.04075287790941938			
Hexose phosphorylation	0	0	0.04075287790941938			
Vitamin B2 (riboflavin) metabolism	0	0	0.04075287790941938			
Squalene and cholesterol biosynthesis	0	0	0.04075287790941938			
Galactose metabolism	0	0	0.04075287790941938			
Keratan sulfate degradation	0	0	0.04075287790941938			
Glycerolipid metabolism	0	0	0.04075287790941938			
Carnitine shuttle	0	0	0.04075287790941938			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.04075287790941938			
Alkaloid biosynthesis II	0	0	0.04075287790941938			
Vitamin B1 (thiamin) metabolism	0	0	0.04075287790941938			
Glycosphingolipid biosynthesis - globoseries	0	0	0.04075287790941938			
Histidine metabolism	0	0	0.04075287790941938			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.04075287790941938			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.04075287790941938			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.04075287790941938			
Parathio degradation	0	0	0.04075287790941938			
Propanoate metabolism	0	0	0.04075287790941938			
Blood Group Biosynthesis	0	0	0.04075287790941938			
Electron transport chain	0	0	0.04075287790941938			
Vitamin H (biotin) metabolism	0	0	0.04075287790941938			
Biopterin metabolism	0	0	0.04075287790941938			
Vitamin E metabolism	0	0	0.04075287790941938			
Androgen and estrogen biosynthesis and metabolism	0	0	0.04075287790941938			
Glycine, serine, alanine and threonine metabolism	0	0	0.04075287790941938			
Caffeine metabolism	0	0	0.04075287790941938			
Lipoate metabolism	0	0	0.04075287790941938			
Heparan sulfate biosynthesis	0	0	0.04075287790941938			
Drug metabolism - cytochrome P450	0	0	0.04075287790941938			
Vitamin B9 (folate) metabolism	0	0	0.04075287790941938			
Tryptophan metabolism	0	0	0.04075287790941938			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.04075287790941938			
Urea cycle/amino group metabolism	0	0	0.04075287790941938			
Valine, leucine and isoleucine degradation	0	0	0.04075287790941938			
Fatty Acid Metabolism	0	5	0.04075287790941938			
Glycosaminoglycan degradation	0	0	0.04075287790941938			
Fatty acid oxidation	0	0	0.04075287790941938			
Fructose and mannose metabolism	0	0	0.04075287790941938			
ROS Detoxification	0	0	0.04075287790941938			
Xenobiotics metabolism	0	2	0.04075287790941938			
Saturated fatty acids beta-oxidation	0	2	0.04075287790941938			
CoA Catabolism	0	0	0.04075287790941938			
Omega-3 fatty acid metabolism	0	0	0.04075287790941938			
Butanoate metabolism	0	0	0.04075287790941938			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.04075287790941938			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.04075287790941938			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	0	0.04075287790941938			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	0	0.04075287790941938			
Geraniol degradation	0	0	0.04075287790941938			
D4&E4-neuroprostanes formation	0	1	0.04075287790941938			
Vitamin D	0	0	0.04075287790941938			
Dynorphin metabolism	0	0	0.04075287790941938			
Heparan sulfate degradation	0	0	0.04075287790941938			
Fatty acid oxidation, peroxisome	0	0	0.04075287790941938			
Polyunsaturated fatty acid biosynthesis	0	2	0.04075287790941938			
Purine metabolism	0	1	0.04075287790941938			
Alanine and Aspartate Metabolism	0	0	0.04075287790941938			
Glutathione Metabolism	0	0	0.04075287790941938			
Keratan sulfate biosynthesis	0	0	0.04075287790941938			
TCA cycle	0	0	0.04075287790941938			
3-Chloroacrylic acid degradation	0	0	0.04075287790941938			
Sphingolipid metabolism	0	0	0.04075287790941938			
O-Glycan biosynthesis	0	0	0.04075287790941938			
Glycosphingolipid metabolism	0	2	0.04075287790941938			
Limonene and pinene degradation	0	0	0.04075287790941938			
Arginine and Proline Metabolism	0	0	0.04075287790941938			
Proteoglycan biosynthesis	0	0	0.04075287790941938			
Vitamin K metabolism	0	0	0.04075287790941938			
Glutamate metabolism	0	0	0.04075287790941938			
Porphyrin metabolism	0	1	0.04075287790941938			
Phosphatidylinositol phosphate metabolism	0	2	0.04075287790941938			
Benzoate degradation via CoA ligation	0	0	0.04075287790941938			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.04075287790941938			
Vitamin B6 (pyridoxine) metabolism	0	0	0.04075287790941938			
Pentose and Glucuronate Interconversions	0	0	0.04075287790941938			
Atrazine degradation	0	0	0.04075287790941938			
N-Glycan Degradation	0	0	0.04075287790941938			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.04075287790941938			
Fatty acid activation	0	6	0.04075287790941938			
Carbon fixation	0	0	0.04075287790941938			
Nucleotide Sugar Metabolism	0	0	0.04075287790941938			
Ubiquinone Biosynthesis	0	0	0.04075287790941938			
1- and 2-Methylnaphthalene degradation	0	0	0.04075287790941938			
Pyrimidine metabolism	0	0	0.04075287790941938			
Aspartate and asparagine metabolism	0	0	0.04075287790941938			
Nitrogen metabolism	0	0	0.04075287790941938			
Drug metabolism - other enzymes	0	0	0.04075287790941938			
Aminosugars metabolism	0	0	0.04075287790941938			
Tyrosine metabolism	0	0	0.04075287790941938			
Beta-Alanine metabolism	0	0	0.04075287790941938			
Prostaglandin formation from dihomo gama-linoleic acid	0	1	0.04075287790941938			
Starch and Sucrose Metabolism	0	0	0.04075287790941938			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.04075287790941938			
Phytanic acid peroxisomal oxidation	0	0	0.04075287790941938			
Pentose phosphate pathway	0	0	0.04075287790941938			
Methionine and cysteine metabolism	0	0	0.04075287790941938			
Lysine metabolism	0	0	0.04075287790941938			
Selenoamino acid metabolism	0	0	0.04075287790941938			
