Identifier	Experimental mass	Name	Formula	Adduct	Molecular Weight	mz Error (ppm)	ionizationScore	finalScore	kegg_compound	kegg_uri	hmdb_compound	hmdb_uri	lipidmaps_compound	lipidmaps_uri	metlin_compound	metlin_uri	pubchem_compound	pubchem_uri	inChiKey	pathways	cas	_TPIDX
59274	760.58465	PE-NMe2(15:0/20:1(11Z))	C42H82NO8P	M+H	759.577805602	1	-2.0	-2.0	N/A	N/A	HMDB0113864	http://www.hmdb.ca/metabolites/HMDB0113864	N/A	N/A	N/A	N/A	131820975	https://pubchem.ncbi.nlm.nih.gov/compound/131820975	SQBPJYLFPLYSJR-VXPUYCOJSA-N	[]	N/A	23
140179	760.58465	PE-NMe(18:0/18:1(11Z))	C42H82NO8P	M+H	759.577805602	1	-2.0	-2.0	N/A	N/A	HMDB0112971	http://www.hmdb.ca/metabolites/HMDB0112971	N/A	N/A	N/A	N/A	131820087	https://pubchem.ncbi.nlm.nih.gov/compound/131820087	VKFOKNZWECRZTN-ICFOKQHNSA-N	[]	N/A	24
63382	760.58465	PE-NMe(14:0/22:1(13Z))	C42H82NO8P	M+H	759.577805602	1	-2.0	-2.0	N/A	N/A	HMDB0112991	http://www.hmdb.ca/metabolites/HMDB0112991	N/A	N/A	N/A	N/A	131820106	https://pubchem.ncbi.nlm.nih.gov/compound/131820106	GGPUGRKXLFANGD-ZCXUNETKSA-N	[]	N/A	25
47272	760.58465	PE-NMe(22:0/14:1(9Z))	C42H82NO8P	M+H	759.577805602	1	-2.0	-2.0	N/A	N/A	HMDB0113509	http://www.hmdb.ca/metabolites/HMDB0113509	N/A	N/A	N/A	N/A	131820621	https://pubchem.ncbi.nlm.nih.gov/compound/131820621	BPNWVGQQYBXFPF-QBFSEMIESA-N	[]	N/A	26
60073	760.58465	PE-NMe2(20:1(11Z)/15:0)	C42H82NO8P	M+H	759.577805602	1	-2.0	-2.0	N/A	N/A	HMDB0114212	http://www.hmdb.ca/metabolites/HMDB0114212	N/A	N/A	N/A	N/A	131821319	https://pubchem.ncbi.nlm.nih.gov/compound/131821319	BDPZYQGTNMJIRF-VXPUYCOJSA-N	[]	N/A	27
55982	760.58465	PE-NMe(20:1(11Z)/16:0)	C42H82NO8P	M+H	759.577805602	1	-2.0	-2.0	N/A	N/A	HMDB0113311	http://www.hmdb.ca/metabolites/HMDB0113311	N/A	N/A	N/A	N/A	131820423	https://pubchem.ncbi.nlm.nih.gov/compound/131820423	SCRWQHVIQWWMGD-HNENSFHCSA-N	[]	N/A	28
103858	760.58465	PE-NMe(18:0/18:1(9Z))	C42H82NO8P	M+H	759.577805602	1	-2.0	-2.0	N/A	N/A	HMDB0112970	http://www.hmdb.ca/metabolites/HMDB0112970	N/A	N/A	N/A	N/A	131820086	https://pubchem.ncbi.nlm.nih.gov/compound/131820086	FTQVYYIOBHBJOV-VZCXRCSSSA-N	[]	N/A	29
120245	760.58465	PE-NMe(20:0/16:1(9Z))	C42H82NO8P	M+H	759.577805602	1	-2.0	-2.0	N/A	N/A	HMDB0113283	http://www.hmdb.ca/metabolites/HMDB0113283	N/A	N/A	N/A	N/A	131820396	https://pubchem.ncbi.nlm.nih.gov/compound/131820396	YMRSSCMCHFRQOR-ICFOKQHNSA-N	[]	N/A	30
73403	760.58465	PE-NMe(18:1(9Z)/18:0)	C42H82NO8P	M+H	759.577805602	1	-2.0	-2.0	N/A	N/A	HMDB0113142	http://www.hmdb.ca/metabolites/HMDB0113142	N/A	N/A	N/A	N/A	131820257	https://pubchem.ncbi.nlm.nih.gov/compound/131820257	FSHORJIJKLTTGL-ZZEZOPTASA-N	[]	N/A	31
72929	760.58465	PE-NMe(22:1(13Z)/14:0)	C42H82NO8P	M+H	759.577805602	1	-2.0	-2.0	N/A	N/A	HMDB0113535	http://www.hmdb.ca/metabolites/HMDB0113535	N/A	N/A	N/A	N/A	131820647	https://pubchem.ncbi.nlm.nih.gov/compound/131820647	MMVVNWWPFZGQIP-ZCXUNETKSA-N	[]	N/A	32
55019	760.58465	PE-NMe(16:0/20:1(11Z))	C42H82NO8P	M+H	759.577805602	1	-2.0	-2.0	N/A	N/A	HMDB0112973	http://www.hmdb.ca/metabolites/HMDB0112973	N/A	N/A	N/A	N/A	131820089	https://pubchem.ncbi.nlm.nih.gov/compound/131820089	BWWLLDDMTGPQOA-HNENSFHCSA-N	[]	N/A	33
3329	760.58465	PE(16:1(9Z)/21:0)	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02010534	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010534	76769.0	https://metlin.scripps.edu/metabo_info.php?molid=76769	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	AMUNWYMATNLOAS-HDIMKZOVSA-N	[]	N/A	34
1794	760.58465	PC(15:0/19:1(9Z))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP01011419	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011419	75699.0	https://metlin.scripps.edu/metabo_info.php?molid=75699	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	XOFXLHDPMXNPOR-ZBCYVRFFSA-N	[]	N/A	35
3599	760.58465	PE(19:1(9Z)/18:0)	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02010804	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010804	77039.0	https://metlin.scripps.edu/metabo_info.php?molid=77039	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	UBFUSOOSEOXJSO-DFGWVCPLSA-N	[]	N/A	36
3347	760.58465	PE(17:0/20:1(11Z))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02010552	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010552	76787.0	https://metlin.scripps.edu/metabo_info.php?molid=76787	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	FJJABKKCKHMFRD-QCFYSATCSA-N	[]	N/A	37
1823	760.58465	PC(15:1(9Z)/19:0)	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP01011448	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011448	75728.0	https://metlin.scripps.edu/metabo_info.php?molid=75728	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	OAGOOOGNKKBLNM-RHXVLPALSA-N	[]	N/A	38
3624	760.58465	PE(20:0/17:1(9Z))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02010829	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010829	77064.0	https://metlin.scripps.edu/metabo_info.php?molid=77064	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	AVJSMYNVGSNMDL-KWNHIAGJSA-N	[]	N/A	39
3374	760.58465	PE(17:1(9Z)/20:0)	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02010579	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010579	76814.0	https://metlin.scripps.edu/metabo_info.php?molid=76814	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	KVDMFPJXXIBXIG-KWNHIAGJSA-N	[]	N/A	40
2107	760.58465	PC(19:0/15:1(9Z))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP01011732	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011732	76012.0	https://metlin.scripps.edu/metabo_info.php?molid=76012	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	IZGAXEWHRFTGIW-RHXVLPALSA-N	[]	N/A	41
3644	760.58465	PE(20:1(11Z)/17:0)	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02010849	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010849	77084.0	https://metlin.scripps.edu/metabo_info.php?molid=77084	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	PLMXNBGLJJIEKV-QCFYSATCSA-N	[]	N/A	42
2379	760.58465	PC(22:1(11Z)/12:0)	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP01012004	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01012004	76284.0	https://metlin.scripps.edu/metabo_info.php?molid=76284	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	GPZLIYFJTIFANL-VYOBOKEXSA-N	[]	N/A	43
1362	760.58465	PC(16:0/18:1(11E))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP01010575	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010575	39317.0	https://metlin.scripps.edu/metabo_info.php?molid=39317	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	AEPVLLKGEBHLEJ-CRZTYIBISA-N	[]	N/A	44
1364	760.58465	PC(16:0/18:1(6E))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP01010578	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010578	39320.0	https://metlin.scripps.edu/metabo_info.php?molid=39320	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	WQHUJDDOJBNBFW-APVPNSEHSA-N	[]	N/A	45
1365	760.58465	PC(16:0/18:1(6Z))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP01010579	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010579	39321.0	https://metlin.scripps.edu/metabo_info.php?molid=39321	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	WQHUJDDOJBNBFW-NSXSMVJOSA-N	[]	N/A	46
1366	760.58465	PC(16:0/18:1(9E))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP01010581	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010581	39323.0	https://metlin.scripps.edu/metabo_info.php?molid=39323	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	WTJKGGKOPKCXLL-RYDYYDTQSA-N	[]	N/A	47
1878	760.58465	PC(17:0/17:1(9Z))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP01011503	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011503	75783.0	https://metlin.scripps.edu/metabo_info.php?molid=75783	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	DKIULVMMIRHYHM-DFGWVCPLSA-N	[]	N/A	48
2135	760.58465	PC(19:1(9Z)/15:0)	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP01011760	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011760	76040.0	https://metlin.scripps.edu/metabo_info.php?molid=76040	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	AOWCOZPQHORVGI-ZBCYVRFFSA-N	[]	N/A	49
3426	760.58465	PE(18:0/19:1(9Z))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02010631	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010631	76866.0	https://metlin.scripps.edu/metabo_info.php?molid=76866	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	AHZWSXIVPHUMBV-DFGWVCPLSA-N	[]	N/A	50
1904	760.58465	PC(17:1(9Z)/17:0)	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP01011529	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011529	75809.0	https://metlin.scripps.edu/metabo_info.php?molid=75809	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	WHRQOIXUKNUXCZ-VDLQPGGRSA-N	[]	N/A	51
3440	760.58465	PE(18:1(9Z)/19:0)	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02010645	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010645	76880.0	https://metlin.scripps.edu/metabo_info.php?molid=76880	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	NQPXPQCQPMEMBK-VDLQPGGRSA-N	[]	N/A	52
1710	760.58465	PC(12:0/22:1(11Z))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP01011335	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011335	75615.0	https://metlin.scripps.edu/metabo_info.php?molid=75615	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	YGJFBNYJQXQTMU-VYOBOKEXSA-N	[]	N/A	53
3265	760.58465	PE(15:0/22:1(11Z))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02010470	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010470	76705.0	https://metlin.scripps.edu/metabo_info.php?molid=76705	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	LMBSPTYSYNILBT-OIJJMQLXSA-N	[]	N/A	54
3790	760.58465	PE(21:0/16:1(9Z))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02010995	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010995	77230.0	https://metlin.scripps.edu/metabo_info.php?molid=77230	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	JKXFBHWSAMMVLH-HDIMKZOVSA-N	[]	N/A	55
3295	760.58465	PE(15:1(9Z)/22:0)	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02010500	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010500	76735.0	https://metlin.scripps.edu/metabo_info.php?molid=76735	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	RCBMTRPVNBQCHE-ANCBZYMGSA-N	[]	N/A	56
3813	760.58465	PE(22:0/15:1(9Z))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02011018	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02011018	77253.0	https://metlin.scripps.edu/metabo_info.php?molid=77253	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	KZFDHBCNLLEIAC-ANCBZYMGSA-N	[]	N/A	57
3570	760.58465	PE(19:0/18:1(9Z))	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02010775	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010775	77010.0	https://metlin.scripps.edu/metabo_info.php?molid=77010	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	IEXMVEPNTXOSEP-VDLQPGGRSA-N	[]	N/A	58
3839	760.58465	PE(22:1(11Z)/15:0)	C42H82NO8P	M+H	759.577808	1	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP02011044	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02011044	77279.0	https://metlin.scripps.edu/metabo_info.php?molid=77279	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	ZQEXJQRMXISGOI-OIJJMQLXSA-N	[]	N/A	59
9485	760.58465	CL(1'-[18:0/18:1(9Z)],3'-[20:0/20:0])	C85H164O17P2	M+2H	1519.1444	7	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP12010323	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP12010323	N/A	N/A	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	IQRQCIJPYFGHFL-XYTBZCGESA-N	[]	N/A	60
9755	760.58465	CL(1'-[18:1(9Z)/20:0],3'-[18:0/20:0])	C85H164O17P2	M+2H	1519.1444	7	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP12010593	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP12010593	N/A	N/A	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	UDIJGSKOKDIYFX-JLONKFAOSA-N	[]	N/A	61
9770	760.58465	CL(1'-[18:1(9Z)/20:0],3'-[20:0/18:0])	C85H164O17P2	M+2H	1519.1444	7	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP12010608	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP12010608	N/A	N/A	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	QUUJPVBTFRBOJI-MJQZYMHRSA-N	[]	N/A	62
9545	760.58465	CL(1'-[18:0/20:0],3'-[18:1(9Z)/20:0])	C85H164O17P2	M+2H	1519.1444	7	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP12010383	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP12010383	N/A	N/A	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	UDIJGSKOKDIYFX-MJQZYMHRSA-N	[]	N/A	63
9555	760.58465	CL(1'-[18:0/20:0],3'-[20:0/18:1(9Z)])	C85H164O17P2	M+2H	1519.1444	7	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP12010393	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP12010393	N/A	N/A	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	NNVUKBAABSBJTI-JFOWMUBHSA-N	[]	N/A	64
10084	760.58465	CL(1'-[20:0/18:0],3'-[18:1(9Z)/20:0])	C85H164O17P2	M+2H	1519.1444	7	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP12010923	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP12010923	N/A	N/A	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	QUUJPVBTFRBOJI-JLONKFAOSA-N	[]	N/A	65
10094	760.58465	CL(1'-[20:0/18:0],3'-[20:0/18:1(9Z)])	C85H164O17P2	M+2H	1519.1444	7	-2.0	-2.0	N/A	N/A	N/A	N/A	LMGP12010933	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP12010933	N/A	N/A	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	MMOKUEBDPLJJAJ-MJQZYMHRSA-N	[]	N/A	66
