pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Sialic acid metabolism	1	2	0.06890177296025544	E2	C02737	Phosphatidylserine
Squalene and cholesterol biosynthesis	2	8	0.09545416351567096	E155,E32	C01802/C00599/C05437/C05439/C01164/C05443,C03091/CE2315/C01189/C03845/C00187	Desmosterol; 24-Dehydrocholesterol; Cholesta-5,24-dien-3beta-ol/Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one/Zymosterol; delta8,24-Cholestadien-3beta-ol; 5alpha-Cholesta-8,24-dien-3beta-ol/5alpha-Cholesta-7,24-dien-3beta-ol/Cholesta-5,7-dien-3beta-ol; 7-Dehydrocholesterol; Provitamin D3/Vitamin D3; Cholecalciferol$5beta-Cholestan-3-one; Coprostan-3-one/cholesta-8(9)-en-3beta-ol/5alpha-Cholest-7-en-3beta-ol; Lathosterol/5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol/Cholesterol
Vitamin D3 (cholecalciferol) metabolism	1	3	0.0968826149063104	E155	C01802/C00599/C05437/C05439/C01164/C05443	Desmosterol; 24-Dehydrocholesterol; Cholesta-5,24-dien-3beta-ol/Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one/Zymosterol; delta8,24-Cholestadien-3beta-ol; 5alpha-Cholesta-8,24-dien-3beta-ol/5alpha-Cholesta-7,24-dien-3beta-ol/Cholesta-5,7-dien-3beta-ol; 7-Dehydrocholesterol; Provitamin D3/Vitamin D3; Cholecalciferol
Vitamin H (biotin) metabolism	1	3	0.0968826149063104	E440		
Lipoate metabolism	1	3	0.0968826149063104	E440		
Leukotriene metabolism	1	3	0.0968826149063104	E49	C00219	arachidonic acid
Tyrosine metabolism	1	3	0.0968826149063104	E404		
Lysine metabolism	1	3	0.0968826149063104	E440		
Vitamin E metabolism	1	5	0.12898075791950256	E448		
Glycine, serine, alanine and threonine metabolism	1	5	0.12898075791950256	E308		
Bile acid biosynthesis	2	12	0.1366271741870431	E156,E32	,C03091/CE2315/C01189/C03845/C00187	$5beta-Cholestan-3-one; Coprostan-3-one/cholesta-8(9)-en-3beta-ol/5alpha-Cholest-7-en-3beta-ol; Lathosterol/5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol/Cholesterol
Valine, leucine and isoleucine degradation	1	6	0.1411646080161331	E308		
Fatty Acid Metabolism	1	6	0.1411646080161331	E32	C03091/CE2315/C01189/C03845/C00187	5beta-Cholestan-3-one; Coprostan-3-one/cholesta-8(9)-en-3beta-ol/5alpha-Cholest-7-en-3beta-ol; Lathosterol/5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol/Cholesterol
Butanoate metabolism	1	6	0.1411646080161331	E308		
Linoleate metabolism	1	8	0.15410469708427862	E181	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Fatty acid activation	1	8	0.15410469708427862	E181	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Aspartate and asparagine metabolism	1	8	0.15410469708427862	E440		
Carnitine shuttle	1	9	0.15897823712293085	E3		
Hyaluronan Metabolism	0	0	0.1651121754474414			
N-Glycan biosynthesis	0	0	0.1651121754474414			
Glycolysis and Gluconeogenesis	0	0	0.1651121754474414			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.1651121754474414			
R Group Synthesis	0	0	0.1651121754474414			
C5-Branched dibasic acid metabolism	0	0	0.1651121754474414			
Pyruvate Metabolism	0	0	0.1651121754474414			
Chondroitin sulfate degradation	0	0	0.1651121754474414			
Di-unsaturated fatty acid beta-oxidation	0	3	0.1651121754474414			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.1651121754474414			
Hexose phosphorylation	0	0	0.1651121754474414			
Vitamin B2 (riboflavin) metabolism	0	0	0.1651121754474414			
Galactose metabolism	0	0	0.1651121754474414			
Keratan sulfate degradation	0	0	0.1651121754474414			
Glycerolipid metabolism	0	0	0.1651121754474414			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.1651121754474414			
Alkaloid biosynthesis II	0	0	0.1651121754474414			
Vitamin B1 (thiamin) metabolism	0	0	0.1651121754474414			
Glycosphingolipid biosynthesis - globoseries	0	0	0.1651121754474414			
Histidine metabolism	0	2	0.1651121754474414			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.1651121754474414			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.1651121754474414			
Parathio degradation	0	0	0.1651121754474414			
Propanoate metabolism	0	0	0.1651121754474414			
Blood Group Biosynthesis	0	0	0.1651121754474414			
Electron transport chain	0	0	0.1651121754474414			
Biopterin metabolism	0	0	0.1651121754474414			
Androgen and estrogen biosynthesis and metabolism	0	0	0.1651121754474414			
Caffeine metabolism	0	0	0.1651121754474414			
Heparan sulfate biosynthesis	0	0	0.1651121754474414			
Drug metabolism - cytochrome P450	0	0	0.1651121754474414			
Vitamin B9 (folate) metabolism	0	0	0.1651121754474414			
Tryptophan metabolism	0	0	0.1651121754474414			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.1651121754474414			
Urea cycle/amino group metabolism	0	4	0.1651121754474414			
Glycosaminoglycan degradation	0	0	0.1651121754474414			
Fatty acid oxidation	0	0	0.1651121754474414			
Fructose and mannose metabolism	0	0	0.1651121754474414			
ROS Detoxification	0	0	0.1651121754474414			
Xenobiotics metabolism	0	0	0.1651121754474414			
Saturated fatty acids beta-oxidation	0	2	0.1651121754474414			
CoA Catabolism	0	0	0.1651121754474414			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.1651121754474414			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.1651121754474414			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	1	0.1651121754474414			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	1	0.1651121754474414			
Geraniol degradation	0	0	0.1651121754474414			
D4&E4-neuroprostanes formation	0	0	0.1651121754474414			
Dynorphin metabolism	0	0	0.1651121754474414			
Heparan sulfate degradation	0	0	0.1651121754474414			
Fatty acid oxidation, peroxisome	0	0	0.1651121754474414			
Polyunsaturated fatty acid biosynthesis	0	0	0.1651121754474414			
Purine metabolism	0	1	0.1651121754474414			
Alanine and Aspartate Metabolism	0	1	0.1651121754474414			
Glutathione Metabolism	0	0	0.1651121754474414			
Keratan sulfate biosynthesis	0	0	0.1651121754474414			
TCA cycle	0	0	0.1651121754474414			
3-Chloroacrylic acid degradation	0	0	0.1651121754474414			
Sphingolipid metabolism	0	0	0.1651121754474414			
O-Glycan biosynthesis	0	0	0.1651121754474414			
Glycosphingolipid metabolism	0	8	0.1651121754474414			
Limonene and pinene degradation	0	2	0.1651121754474414			
Arginine and Proline Metabolism	0	3	0.1651121754474414			
Proteoglycan biosynthesis	0	0	0.1651121754474414			
Vitamin K metabolism	0	2	0.1651121754474414			
Glutamate metabolism	0	0	0.1651121754474414			
Porphyrin metabolism	0	0	0.1651121754474414			
Phosphatidylinositol phosphate metabolism	0	0	0.1651121754474414			
Benzoate degradation via CoA ligation	0	0	0.1651121754474414			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.1651121754474414			
Vitamin B6 (pyridoxine) metabolism	0	0	0.1651121754474414			
Pentose and Glucuronate Interconversions	0	1	0.1651121754474414			
Atrazine degradation	0	0	0.1651121754474414			
N-Glycan Degradation	0	0	0.1651121754474414			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.1651121754474414			
Carbon fixation	0	0	0.1651121754474414			
Nucleotide Sugar Metabolism	0	0	0.1651121754474414			
Ubiquinone Biosynthesis	0	0	0.1651121754474414			
1- and 2-Methylnaphthalene degradation	0	0	0.1651121754474414			
Pyrimidine metabolism	0	2	0.1651121754474414			
Nitrogen metabolism	0	1	0.1651121754474414			
Drug metabolism - other enzymes	0	0	0.1651121754474414			
Aminosugars metabolism	0	0	0.1651121754474414			
Beta-Alanine metabolism	0	2	0.1651121754474414			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.1651121754474414			
Starch and Sucrose Metabolism	0	2	0.1651121754474414			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.1651121754474414			
Phytanic acid peroxisomal oxidation	0	0	0.1651121754474414			
Pentose phosphate pathway	0	1	0.1651121754474414			
Methionine and cysteine metabolism	0	0	0.1651121754474414			
Selenoamino acid metabolism	0	0	0.1651121754474414			
