pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Lipoate metabolism	0	0	0.03075371817494328			
Heparan sulfate biosynthesis	0	0	0.03075371817494328			
Drug metabolism - cytochrome P450	0	0	0.03075371817494328			
Vitamin B9 (folate) metabolism	0	0	0.03075371817494328			
Tryptophan metabolism	0	0	0.03075371817494328			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.03075371817494328			
Urea cycle/amino group metabolism	0	0	0.03075371817494328			
De novo fatty acid biosynthesis	0	12	0.03075371817494328			
Vitamin A (retinol) metabolism	0	2	0.03075371817494328			
Valine, leucine and isoleucine degradation	0	0	0.03075371817494328			
Fatty Acid Metabolism	0	5	0.03075371817494328			
Glycosaminoglycan degradation	0	0	0.03075371817494328			
Fatty acid oxidation	0	0	0.03075371817494328			
Fructose and mannose metabolism	0	0	0.03075371817494328			
ROS Detoxification	0	0	0.03075371817494328			
Xenobiotics metabolism	0	2	0.03075371817494328			
Saturated fatty acids beta-oxidation	0	2	0.03075371817494328			
CoA Catabolism	0	0	0.03075371817494328			
Omega-3 fatty acid metabolism	0	0	0.03075371817494328			
Butanoate metabolism	0	0	0.03075371817494328			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.03075371817494328			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.03075371817494328			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	0	0.03075371817494328			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	0	0.03075371817494328			
Geraniol degradation	0	0	0.03075371817494328			
D4&E4-neuroprostanes formation	0	1	0.03075371817494328			
Vitamin D	0	0	0.03075371817494328			
Dynorphin metabolism	0	0	0.03075371817494328			
Heparan sulfate degradation	0	0	0.03075371817494328			
Fatty acid oxidation, peroxisome	0	0	0.03075371817494328			
Polyunsaturated fatty acid biosynthesis	0	2	0.03075371817494328			
Purine metabolism	0	1	0.03075371817494328			
Alanine and Aspartate Metabolism	0	0	0.03075371817494328			
Glutathione Metabolism	0	0	0.03075371817494328			
Keratan sulfate biosynthesis	0	0	0.03075371817494328			
TCA cycle	0	0	0.03075371817494328			
3-Chloroacrylic acid degradation	0	0	0.03075371817494328			
Arachidonic acid metabolism	0	5	0.03075371817494328			
Sphingolipid metabolism	0	0	0.03075371817494328			
O-Glycan biosynthesis	0	0	0.03075371817494328			
Glycosphingolipid metabolism	0	2	0.03075371817494328			
Limonene and pinene degradation	0	0	0.03075371817494328			
Arginine and Proline Metabolism	0	0	0.03075371817494328			
Proteoglycan biosynthesis	0	0	0.03075371817494328			
Vitamin K metabolism	0	0	0.03075371817494328			
Glycerophospholipid metabolism	0	7	0.03075371817494328			
Glutamate metabolism	0	0	0.03075371817494328			
Porphyrin metabolism	0	1	0.03075371817494328			
Phosphatidylinositol phosphate metabolism	0	2	0.03075371817494328			
Benzoate degradation via CoA ligation	0	0	0.03075371817494328			
Prostaglandin formation from arachidonate	0	4	0.03075371817494328			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.03075371817494328			
Vitamin B6 (pyridoxine) metabolism	0	0	0.03075371817494328			
Pentose and Glucuronate Interconversions	0	0	0.03075371817494328			
Atrazine degradation	0	0	0.03075371817494328			
N-Glycan Degradation	0	0	0.03075371817494328			
Leukotriene metabolism	0	3	0.03075371817494328			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.03075371817494328			
Fatty acid activation	0	6	0.03075371817494328			
Carbon fixation	0	0	0.03075371817494328			
Nucleotide Sugar Metabolism	0	0	0.03075371817494328			
Ubiquinone Biosynthesis	0	0	0.03075371817494328			
1- and 2-Methylnaphthalene degradation	0	0	0.03075371817494328			
Pyrimidine metabolism	0	0	0.03075371817494328			
Aspartate and asparagine metabolism	0	0	0.03075371817494328			
Nitrogen metabolism	0	0	0.03075371817494328			
Drug metabolism - other enzymes	0	0	0.03075371817494328			
Aminosugars metabolism	0	0	0.03075371817494328			
Tyrosine metabolism	0	0	0.03075371817494328			
Beta-Alanine metabolism	0	0	0.03075371817494328			
Prostaglandin formation from dihomo gama-linoleic acid	0	1	0.03075371817494328			
C21-steroid hormone biosynthesis and metabolism	0	3	0.03075371817494328			
Starch and Sucrose Metabolism	0	0	0.03075371817494328			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.03075371817494328			
Omega-6 fatty acid metabolism	0	2	0.03075371817494328			
Phytanic acid peroxisomal oxidation	0	0	0.03075371817494328			
Pentose phosphate pathway	0	0	0.03075371817494328			
Methionine and cysteine metabolism	0	0	0.03075371817494328			
Lysine metabolism	0	0	0.03075371817494328			
Selenoamino acid metabolism	0	0	0.03075371817494328			
