pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Glycerophospholipid metabolism	0	7	0.03789597512814049			
Glutamate metabolism	0	0	0.03789597512814049			
Porphyrin metabolism	0	1	0.03789597512814049			
Phosphatidylinositol phosphate metabolism	0	2	0.03789597512814049			
Benzoate degradation via CoA ligation	0	0	0.03789597512814049			
Prostaglandin formation from arachidonate	0	4	0.03789597512814049			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.03789597512814049			
Vitamin B6 (pyridoxine) metabolism	0	0	0.03789597512814049			
Pentose and Glucuronate Interconversions	0	0	0.03789597512814049			
Atrazine degradation	0	0	0.03789597512814049			
N-Glycan Degradation	0	0	0.03789597512814049			
Leukotriene metabolism	0	3	0.03789597512814049			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.03789597512814049			
Fatty acid activation	0	6	0.03789597512814049			
Carbon fixation	0	0	0.03789597512814049			
Nucleotide Sugar Metabolism	0	0	0.03789597512814049			
Ubiquinone Biosynthesis	0	0	0.03789597512814049			
1- and 2-Methylnaphthalene degradation	0	0	0.03789597512814049			
Pyrimidine metabolism	0	0	0.03789597512814049			
Aspartate and asparagine metabolism	0	0	0.03789597512814049			
Nitrogen metabolism	0	0	0.03789597512814049			
Drug metabolism - other enzymes	0	0	0.03789597512814049			
Aminosugars metabolism	0	0	0.03789597512814049			
Tyrosine metabolism	0	0	0.03789597512814049			
Beta-Alanine metabolism	0	0	0.03789597512814049			
Prostaglandin formation from dihomo gama-linoleic acid	0	1	0.03789597512814049			
C21-steroid hormone biosynthesis and metabolism	0	3	0.03789597512814049			
Starch and Sucrose Metabolism	0	0	0.03789597512814049			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.03789597512814049			
Omega-6 fatty acid metabolism	0	2	0.03789597512814049			
Phytanic acid peroxisomal oxidation	0	0	0.03789597512814049			
Pentose phosphate pathway	0	0	0.03789597512814049			
Methionine and cysteine metabolism	0	0	0.03789597512814049			
Lysine metabolism	0	0	0.03789597512814049			
Selenoamino acid metabolism	0	0	0.03789597512814049			
