pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Hyaluronan Metabolism	0	0	0.04150911688093437			
N-Glycan biosynthesis	0	0	0.04150911688093437			
Glycolysis and Gluconeogenesis	0	0	0.04150911688093437			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.04150911688093437			
R Group Synthesis	0	0	0.04150911688093437			
C5-Branched dibasic acid metabolism	0	0	0.04150911688093437			
Pyruvate Metabolism	0	0	0.04150911688093437			
Sialic acid metabolism	0	1	0.04150911688093437			
Chondroitin sulfate degradation	0	0	0.04150911688093437			
Di-unsaturated fatty acid beta-oxidation	0	1	0.04150911688093437			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.04150911688093437			
Linoleate metabolism	0	3	0.04150911688093437			
Hexose phosphorylation	0	0	0.04150911688093437			
Vitamin B2 (riboflavin) metabolism	0	0	0.04150911688093437			
Squalene and cholesterol biosynthesis	0	0	0.04150911688093437			
Galactose metabolism	0	0	0.04150911688093437			
Keratan sulfate degradation	0	0	0.04150911688093437			
Glycerolipid metabolism	0	0	0.04150911688093437			
Carnitine shuttle	0	0	0.04150911688093437			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.04150911688093437			
Alkaloid biosynthesis II	0	0	0.04150911688093437			
Vitamin B1 (thiamin) metabolism	0	0	0.04150911688093437			
Glycosphingolipid biosynthesis - globoseries	0	0	0.04150911688093437			
Histidine metabolism	0	0	0.04150911688093437			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.04150911688093437			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.04150911688093437			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.04150911688093437			
Parathio degradation	0	0	0.04150911688093437			
Propanoate metabolism	0	0	0.04150911688093437			
Blood Group Biosynthesis	0	0	0.04150911688093437			
Electron transport chain	0	0	0.04150911688093437			
Vitamin H (biotin) metabolism	0	0	0.04150911688093437			
Biopterin metabolism	0	0	0.04150911688093437			
Vitamin E metabolism	0	0	0.04150911688093437			
Androgen and estrogen biosynthesis and metabolism	0	0	0.04150911688093437			
Glycine, serine, alanine and threonine metabolism	0	0	0.04150911688093437			
Caffeine metabolism	0	0	0.04150911688093437			
Lipoate metabolism	0	0	0.04150911688093437			
Heparan sulfate biosynthesis	0	0	0.04150911688093437			
Drug metabolism - cytochrome P450	0	0	0.04150911688093437			
Vitamin B9 (folate) metabolism	0	0	0.04150911688093437			
Tryptophan metabolism	0	0	0.04150911688093437			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.04150911688093437			
Urea cycle/amino group metabolism	0	0	0.04150911688093437			
Valine, leucine and isoleucine degradation	0	0	0.04150911688093437			
Fatty Acid Metabolism	0	5	0.04150911688093437			
Glycosaminoglycan degradation	0	0	0.04150911688093437			
Fatty acid oxidation	0	0	0.04150911688093437			
Fructose and mannose metabolism	0	0	0.04150911688093437			
ROS Detoxification	0	0	0.04150911688093437			
Xenobiotics metabolism	0	2	0.04150911688093437			
Saturated fatty acids beta-oxidation	0	2	0.04150911688093437			
CoA Catabolism	0	0	0.04150911688093437			
Omega-3 fatty acid metabolism	0	0	0.04150911688093437			
Butanoate metabolism	0	0	0.04150911688093437			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.04150911688093437			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.04150911688093437			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	0	0.04150911688093437			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	0	0.04150911688093437			
Geraniol degradation	0	0	0.04150911688093437			
D4&E4-neuroprostanes formation	0	1	0.04150911688093437			
Vitamin D	0	0	0.04150911688093437			
Dynorphin metabolism	0	0	0.04150911688093437			
Heparan sulfate degradation	0	0	0.04150911688093437			
Fatty acid oxidation, peroxisome	0	0	0.04150911688093437			
Polyunsaturated fatty acid biosynthesis	0	2	0.04150911688093437			
Purine metabolism	0	1	0.04150911688093437			
Alanine and Aspartate Metabolism	0	0	0.04150911688093437			
Glutathione Metabolism	0	0	0.04150911688093437			
Keratan sulfate biosynthesis	0	0	0.04150911688093437			
TCA cycle	0	0	0.04150911688093437			
3-Chloroacrylic acid degradation	0	0	0.04150911688093437			
Sphingolipid metabolism	0	0	0.04150911688093437			
O-Glycan biosynthesis	0	0	0.04150911688093437			
Glycosphingolipid metabolism	0	2	0.04150911688093437			
Limonene and pinene degradation	0	0	0.04150911688093437			
Arginine and Proline Metabolism	0	0	0.04150911688093437			
Proteoglycan biosynthesis	0	0	0.04150911688093437			
Vitamin K metabolism	0	0	0.04150911688093437			
Glutamate metabolism	0	0	0.04150911688093437			
Porphyrin metabolism	0	1	0.04150911688093437			
Phosphatidylinositol phosphate metabolism	0	2	0.04150911688093437			
Benzoate degradation via CoA ligation	0	0	0.04150911688093437			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.04150911688093437			
Vitamin B6 (pyridoxine) metabolism	0	0	0.04150911688093437			
Pentose and Glucuronate Interconversions	0	0	0.04150911688093437			
Atrazine degradation	0	0	0.04150911688093437			
N-Glycan Degradation	0	0	0.04150911688093437			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.04150911688093437			
Fatty acid activation	0	6	0.04150911688093437			
Carbon fixation	0	0	0.04150911688093437			
Nucleotide Sugar Metabolism	0	0	0.04150911688093437			
Ubiquinone Biosynthesis	0	0	0.04150911688093437			
1- and 2-Methylnaphthalene degradation	0	0	0.04150911688093437			
Pyrimidine metabolism	0	0	0.04150911688093437			
Aspartate and asparagine metabolism	0	0	0.04150911688093437			
Nitrogen metabolism	0	0	0.04150911688093437			
Drug metabolism - other enzymes	0	0	0.04150911688093437			
Aminosugars metabolism	0	0	0.04150911688093437			
Tyrosine metabolism	0	0	0.04150911688093437			
Beta-Alanine metabolism	0	0	0.04150911688093437			
Prostaglandin formation from dihomo gama-linoleic acid	0	1	0.04150911688093437			
Starch and Sucrose Metabolism	0	0	0.04150911688093437			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.04150911688093437			
Phytanic acid peroxisomal oxidation	0	0	0.04150911688093437			
Pentose phosphate pathway	0	0	0.04150911688093437			
Methionine and cysteine metabolism	0	0	0.04150911688093437			
Lysine metabolism	0	0	0.04150911688093437			
Selenoamino acid metabolism	0	0	0.04150911688093437			
