pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Sialic acid metabolism	1	2	0.06906982606503655	E2	C02737	Phosphatidylserine
Squalene and cholesterol biosynthesis	2	8	0.09713469456348206	E155,E32	C01802/C00599/C05437/C05439/C01164/C05443,C03091/CE2315/C01189/C03845/C00187	Desmosterol; 24-Dehydrocholesterol; Cholesta-5,24-dien-3beta-ol/Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one/Zymosterol; delta8,24-Cholestadien-3beta-ol; 5alpha-Cholesta-8,24-dien-3beta-ol/5alpha-Cholesta-7,24-dien-3beta-ol/Cholesta-5,7-dien-3beta-ol; 7-Dehydrocholesterol; Provitamin D3/Vitamin D3; Cholecalciferol$5beta-Cholestan-3-one; Coprostan-3-one/cholesta-8(9)-en-3beta-ol/5alpha-Cholest-7-en-3beta-ol; Lathosterol/5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol/Cholesterol
Vitamin D3 (cholecalciferol) metabolism	1	3	0.09822703974455928	E155	C01802/C00599/C05437/C05439/C01164/C05443	Desmosterol; 24-Dehydrocholesterol; Cholesta-5,24-dien-3beta-ol/Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one/Zymosterol; delta8,24-Cholestadien-3beta-ol; 5alpha-Cholesta-8,24-dien-3beta-ol/5alpha-Cholesta-7,24-dien-3beta-ol/Cholesta-5,7-dien-3beta-ol; 7-Dehydrocholesterol; Provitamin D3/Vitamin D3; Cholecalciferol
Vitamin H (biotin) metabolism	1	3	0.09822703974455928	E440		
Lipoate metabolism	1	3	0.09822703974455928	E440		
Leukotriene metabolism	1	3	0.09822703974455928	E49	C00219	arachidonic acid
Tyrosine metabolism	1	3	0.09822703974455928	E404		
Lysine metabolism	1	3	0.09822703974455928	E440		
Vitamin E metabolism	1	5	0.13410637761532646	E448		
Glycine, serine, alanine and threonine metabolism	1	5	0.13410637761532646	E308		
Bile acid biosynthesis	2	12	0.14410553734980253	E156,E32	,C03091/CE2315/C01189/C03845/C00187	$5beta-Cholestan-3-one; Coprostan-3-one/cholesta-8(9)-en-3beta-ol/5alpha-Cholest-7-en-3beta-ol; Lathosterol/5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol/Cholesterol
Valine, leucine and isoleucine degradation	1	6	0.147046466683472	E308		
Fatty Acid Metabolism	1	6	0.147046466683472	E32	C03091/CE2315/C01189/C03845/C00187	5beta-Cholestan-3-one; Coprostan-3-one/cholesta-8(9)-en-3beta-ol/5alpha-Cholest-7-en-3beta-ol; Lathosterol/5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol/Cholesterol
Butanoate metabolism	1	6	0.147046466683472	E308		
Linoleate metabolism	1	8	0.16124695403747585	E181	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Fatty acid activation	1	8	0.16124695403747585	E181	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Aspartate and asparagine metabolism	1	8	0.16124695403747585	E440		
Carnitine shuttle	1	9	0.1658684144189564	E3		
Hyaluronan Metabolism	0	0	0.17175027308629526			
N-Glycan biosynthesis	0	0	0.17175027308629526			
Glycolysis and Gluconeogenesis	0	0	0.17175027308629526			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.17175027308629526			
R Group Synthesis	0	0	0.17175027308629526			
C5-Branched dibasic acid metabolism	0	0	0.17175027308629526			
Pyruvate Metabolism	0	0	0.17175027308629526			
Chondroitin sulfate degradation	0	0	0.17175027308629526			
Di-unsaturated fatty acid beta-oxidation	0	3	0.17175027308629526			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.17175027308629526			
Hexose phosphorylation	0	0	0.17175027308629526			
Vitamin B2 (riboflavin) metabolism	0	0	0.17175027308629526			
Galactose metabolism	0	0	0.17175027308629526			
Keratan sulfate degradation	0	0	0.17175027308629526			
Glycerolipid metabolism	0	0	0.17175027308629526			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.17175027308629526			
Alkaloid biosynthesis II	0	0	0.17175027308629526			
Vitamin B1 (thiamin) metabolism	0	0	0.17175027308629526			
Glycosphingolipid biosynthesis - globoseries	0	0	0.17175027308629526			
Histidine metabolism	0	2	0.17175027308629526			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.17175027308629526			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.17175027308629526			
Parathio degradation	0	0	0.17175027308629526			
Propanoate metabolism	0	0	0.17175027308629526			
Blood Group Biosynthesis	0	0	0.17175027308629526			
Electron transport chain	0	0	0.17175027308629526			
Biopterin metabolism	0	0	0.17175027308629526			
Androgen and estrogen biosynthesis and metabolism	0	0	0.17175027308629526			
Caffeine metabolism	0	0	0.17175027308629526			
Heparan sulfate biosynthesis	0	0	0.17175027308629526			
Drug metabolism - cytochrome P450	0	0	0.17175027308629526			
Vitamin B9 (folate) metabolism	0	0	0.17175027308629526			
Tryptophan metabolism	0	0	0.17175027308629526			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.17175027308629526			
Urea cycle/amino group metabolism	0	4	0.17175027308629526			
Glycosaminoglycan degradation	0	0	0.17175027308629526			
Fatty acid oxidation	0	0	0.17175027308629526			
Fructose and mannose metabolism	0	0	0.17175027308629526			
ROS Detoxification	0	0	0.17175027308629526			
Xenobiotics metabolism	0	0	0.17175027308629526			
Saturated fatty acids beta-oxidation	0	2	0.17175027308629526			
CoA Catabolism	0	0	0.17175027308629526			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.17175027308629526			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.17175027308629526			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	1	0.17175027308629526			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	1	0.17175027308629526			
Geraniol degradation	0	0	0.17175027308629526			
D4&E4-neuroprostanes formation	0	0	0.17175027308629526			
Dynorphin metabolism	0	0	0.17175027308629526			
Heparan sulfate degradation	0	0	0.17175027308629526			
Fatty acid oxidation, peroxisome	0	0	0.17175027308629526			
Polyunsaturated fatty acid biosynthesis	0	0	0.17175027308629526			
Purine metabolism	0	1	0.17175027308629526			
Alanine and Aspartate Metabolism	0	1	0.17175027308629526			
Glutathione Metabolism	0	0	0.17175027308629526			
Keratan sulfate biosynthesis	0	0	0.17175027308629526			
TCA cycle	0	0	0.17175027308629526			
3-Chloroacrylic acid degradation	0	0	0.17175027308629526			
Sphingolipid metabolism	0	0	0.17175027308629526			
O-Glycan biosynthesis	0	0	0.17175027308629526			
Glycosphingolipid metabolism	0	8	0.17175027308629526			
Limonene and pinene degradation	0	2	0.17175027308629526			
Arginine and Proline Metabolism	0	3	0.17175027308629526			
Proteoglycan biosynthesis	0	0	0.17175027308629526			
Vitamin K metabolism	0	2	0.17175027308629526			
Glutamate metabolism	0	0	0.17175027308629526			
Porphyrin metabolism	0	0	0.17175027308629526			
Phosphatidylinositol phosphate metabolism	0	0	0.17175027308629526			
Benzoate degradation via CoA ligation	0	0	0.17175027308629526			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.17175027308629526			
Vitamin B6 (pyridoxine) metabolism	0	0	0.17175027308629526			
Pentose and Glucuronate Interconversions	0	1	0.17175027308629526			
Atrazine degradation	0	0	0.17175027308629526			
N-Glycan Degradation	0	0	0.17175027308629526			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.17175027308629526			
Carbon fixation	0	0	0.17175027308629526			
Nucleotide Sugar Metabolism	0	0	0.17175027308629526			
Ubiquinone Biosynthesis	0	0	0.17175027308629526			
1- and 2-Methylnaphthalene degradation	0	0	0.17175027308629526			
Pyrimidine metabolism	0	2	0.17175027308629526			
Nitrogen metabolism	0	1	0.17175027308629526			
Drug metabolism - other enzymes	0	0	0.17175027308629526			
Aminosugars metabolism	0	0	0.17175027308629526			
Beta-Alanine metabolism	0	2	0.17175027308629526			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.17175027308629526			
Starch and Sucrose Metabolism	0	2	0.17175027308629526			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.17175027308629526			
Phytanic acid peroxisomal oxidation	0	0	0.17175027308629526			
Pentose phosphate pathway	0	1	0.17175027308629526			
Methionine and cysteine metabolism	0	0	0.17175027308629526			
Selenoamino acid metabolism	0	0	0.17175027308629526			
