pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Vitamin A (retinol) metabolism	1	14	0.11049491639358038	E59		
Vitamin D3 (cholecalciferol) metabolism	0	3	0.1672128392572053			
Hyaluronan Metabolism	0	0	0.1672128392572053			
N-Glycan biosynthesis	0	0	0.1672128392572053			
Glycolysis and Gluconeogenesis	0	0	0.1672128392572053			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.1672128392572053			
R Group Synthesis	0	0	0.1672128392572053			
C5-Branched dibasic acid metabolism	0	0	0.1672128392572053			
Pyruvate Metabolism	0	0	0.1672128392572053			
Chondroitin sulfate degradation	0	0	0.1672128392572053			
Di-unsaturated fatty acid beta-oxidation	0	3	0.1672128392572053			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.1672128392572053			
Hexose phosphorylation	0	0	0.1672128392572053			
Vitamin B2 (riboflavin) metabolism	0	0	0.1672128392572053			
Galactose metabolism	0	0	0.1672128392572053			
Keratan sulfate degradation	0	0	0.1672128392572053			
Glycerolipid metabolism	0	0	0.1672128392572053			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.1672128392572053			
Alkaloid biosynthesis II	0	0	0.1672128392572053			
Vitamin B1 (thiamin) metabolism	0	0	0.1672128392572053			
Glycosphingolipid biosynthesis - globoseries	0	0	0.1672128392572053			
Histidine metabolism	0	2	0.1672128392572053			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.1672128392572053			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	1	0.1672128392572053			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.1672128392572053			
Bile acid biosynthesis	0	12	0.1672128392572053			
Parathio degradation	0	0	0.1672128392572053			
Propanoate metabolism	0	0	0.1672128392572053			
Blood Group Biosynthesis	0	0	0.1672128392572053			
Electron transport chain	0	0	0.1672128392572053			
Vitamin H (biotin) metabolism	0	3	0.1672128392572053			
Biopterin metabolism	0	0	0.1672128392572053			
Vitamin E metabolism	0	5	0.1672128392572053			
Androgen and estrogen biosynthesis and metabolism	0	0	0.1672128392572053			
Glycine, serine, alanine and threonine metabolism	0	5	0.1672128392572053			
Caffeine metabolism	0	0	0.1672128392572053			
Lipoate metabolism	0	3	0.1672128392572053			
Heparan sulfate biosynthesis	0	0	0.1672128392572053			
Drug metabolism - cytochrome P450	0	0	0.1672128392572053			
Vitamin B9 (folate) metabolism	0	0	0.1672128392572053			
Tryptophan metabolism	0	0	0.1672128392572053			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.1672128392572053			
Urea cycle/amino group metabolism	0	4	0.1672128392572053			
Valine, leucine and isoleucine degradation	0	6	0.1672128392572053			
Fatty Acid Metabolism	0	6	0.1672128392572053			
Glycosaminoglycan degradation	0	0	0.1672128392572053			
Fatty acid oxidation	0	0	0.1672128392572053			
Fructose and mannose metabolism	0	0	0.1672128392572053			
ROS Detoxification	0	0	0.1672128392572053			
Xenobiotics metabolism	0	0	0.1672128392572053			
CoA Catabolism	0	0	0.1672128392572053			
Butanoate metabolism	0	6	0.1672128392572053			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.1672128392572053			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.1672128392572053			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	1	0.1672128392572053			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	1	0.1672128392572053			
Geraniol degradation	0	0	0.1672128392572053			
D4&E4-neuroprostanes formation	0	0	0.1672128392572053			
Vitamin D	0	1	0.1672128392572053			
Dynorphin metabolism	0	0	0.1672128392572053			
Heparan sulfate degradation	0	0	0.1672128392572053			
Fatty acid oxidation, peroxisome	0	0	0.1672128392572053			
Polyunsaturated fatty acid biosynthesis	0	0	0.1672128392572053			
Purine metabolism	0	1	0.1672128392572053			
Alanine and Aspartate Metabolism	0	1	0.1672128392572053			
Glutathione Metabolism	0	0	0.1672128392572053			
Keratan sulfate biosynthesis	0	0	0.1672128392572053			
TCA cycle	0	0	0.1672128392572053			
3-Chloroacrylic acid degradation	0	0	0.1672128392572053			
Sphingolipid metabolism	0	0	0.1672128392572053			
O-Glycan biosynthesis	0	0	0.1672128392572053			
Glycosphingolipid metabolism	0	8	0.1672128392572053			
Limonene and pinene degradation	0	2	0.1672128392572053			
Arginine and Proline Metabolism	0	3	0.1672128392572053			
Proteoglycan biosynthesis	0	0	0.1672128392572053			
Vitamin K metabolism	0	2	0.1672128392572053			
Glutamate metabolism	0	0	0.1672128392572053			
Porphyrin metabolism	0	0	0.1672128392572053			
Phosphatidylinositol phosphate metabolism	0	0	0.1672128392572053			
Benzoate degradation via CoA ligation	0	0	0.1672128392572053			
Prostaglandin formation from arachidonate	0	5	0.1672128392572053			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.1672128392572053			
Vitamin B6 (pyridoxine) metabolism	0	0	0.1672128392572053			
Pentose and Glucuronate Interconversions	0	1	0.1672128392572053			
Atrazine degradation	0	0	0.1672128392572053			
N-Glycan Degradation	0	0	0.1672128392572053			
Leukotriene metabolism	0	3	0.1672128392572053			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.1672128392572053			
Carbon fixation	0	0	0.1672128392572053			
Nucleotide Sugar Metabolism	0	0	0.1672128392572053			
Ubiquinone Biosynthesis	0	0	0.1672128392572053			
1- and 2-Methylnaphthalene degradation	0	0	0.1672128392572053			
Pyrimidine metabolism	0	2	0.1672128392572053			
Aspartate and asparagine metabolism	0	8	0.1672128392572053			
Nitrogen metabolism	0	1	0.1672128392572053			
Drug metabolism - other enzymes	0	0	0.1672128392572053			
Aminosugars metabolism	0	0	0.1672128392572053			
Tyrosine metabolism	0	3	0.1672128392572053			
Beta-Alanine metabolism	0	2	0.1672128392572053			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.1672128392572053			
C21-steroid hormone biosynthesis and metabolism	0	6	0.1672128392572053			
Starch and Sucrose Metabolism	0	2	0.1672128392572053			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.1672128392572053			
Omega-6 fatty acid metabolism	0	1	0.1672128392572053			
Phytanic acid peroxisomal oxidation	0	0	0.1672128392572053			
Pentose phosphate pathway	0	1	0.1672128392572053			
Methionine and cysteine metabolism	0	0	0.1672128392572053			
Lysine metabolism	0	3	0.1672128392572053			
Selenoamino acid metabolism	0	0	0.1672128392572053			
