FeatureInfo_Name	Apex m/z	RT [min]	Identifier	Adduct	mz Error (ppm)	Molecular Weight	Name	Peptide	Halogenated	Plant	NaturalProduct	MDM	Drug	Food	Formula	TP_Class	TP_Class_argmax	TP_corr1_score	TP_corr2_score	TP_Adduct_Score	TP_max_corr2	TP_max_corr2_Apex	TPMetrics	TPMetrics_rank	C18_2000n	C18_2001n	C18_2002n	C18_2003n	C18_2004n	C18_2005n	C18_2006n	C18_2007n	C18_2008n	C18_2009n	C18_2010n	C18_2101n	C18_2201n	C18_2202n	C18_2203n	C18_2204n	C18_2205n	C18_2301n	C18_2401n	C18_2402n	C18_2403n	C18_2404n	C18_2405n	C18_2406n	C18_2407n	C18_2408n	C18_2409n	C18_2410n	C18_2501n	C18_2601n	C18_2602n	C18_2603n	C18_2604n	C18_2605n	C18_C1901n	C18_C2001n	C18_C2002n	C18_C2003n	C18_C2004n	C18_C2005n	C18_C2006_n	C18_C2007n	C18_C2008n	C18_C2009n	C18_C2010n	C18_C2101n	C18_C2201n	C18_C2202n	C18_C2203n	C18_C2204n	C18_C2205n	C18_C2206n	C18_C2301n	C18_C2401n	C18_C2402n	C18_C2403n	C18_C2404n	C18_C2405n	C18_C2406n	C18_C2407n	C18_C2408n	C18_C2409n	C18_C2410n	C18_C2501n	C18_C2601n	C18_C2602n	C18_C2603n	C18_C2604n	C18_C2605n	C18_C2606_n
A0230	129.05569	0.412	109461 // 67274	M+HCOOH-H	0.0	84.0575	Dihydro-methylfuran							Food	C5H8O			[-0.0]	[0.012804180599234844]	[0.0]	[0.044038141894847345]	[117.05551]	0.012804180599234844	2	0.98260813	1.010149197	1.004984713	1.025444096	0.997680925	1.02777435	0.992324332	1.012304711	1.006715219	1.004485171	0.995391354	1.003228951	0.969362986	0.994683931	1.003315564	0.979450322	0.975444228	0.954711043	1.001225357	1.008457655	1.015984148	1.0102166	1.02307847	1.017814794	1.044290376	1.023490549	1.011856941	0.994102777	1.0220428	0.989444656	0.997680841	1.004630451	1.002384841	0.999379781	0.987282364	0.986649078	1.008508785	0.986473864	0.990082598	1.001441656	0.986356568	0.989012739	0.985225328	1.004746989	0.977288581	0.99271685	1.006431111	0.993190246	1.011580971	0.997861042	1.011044376	1.011714703	1.002068916	0.99065486	1.017860152	1.001526742	1.002116579	1.007812512	1.005230121	0.985664534	0.990009977	1.005065304	1.003147568	1.003110417	0.99318092	1.012560637	0.994888264	1.015913362	1.004104119	1.009519987
A0230	129.05569	0.412	136115 // 81634	M+HCOOH-H	0.0	84.0575	Pentenal			Plant					C5H8O			[-0.0]	[0.012804180599234844]	[0.0]	[0.044038141894847345]	[117.05551]	0.012804180599234844	2	0.98260813	1.010149197	1.004984713	1.025444096	0.997680925	1.02777435	0.992324332	1.012304711	1.006715219	1.004485171	0.995391354	1.003228951	0.969362986	0.994683931	1.003315564	0.979450322	0.975444228	0.954711043	1.001225357	1.008457655	1.015984148	1.0102166	1.02307847	1.017814794	1.044290376	1.023490549	1.011856941	0.994102777	1.0220428	0.989444656	0.997680841	1.004630451	1.002384841	0.999379781	0.987282364	0.986649078	1.008508785	0.986473864	0.990082598	1.001441656	0.986356568	0.989012739	0.985225328	1.004746989	0.977288581	0.99271685	1.006431111	0.993190246	1.011580971	0.997861042	1.011044376	1.011714703	1.002068916	0.99065486	1.017860152	1.001526742	1.002116579	1.007812512	1.005230121	0.985664534	0.990009977	1.005065304	1.003147568	1.003110417	0.99318092	1.012560637	0.994888264	1.015913362	1.004104119	1.009519987
A0230	129.05569	0.412	44627	M-2H	0.0	260.126	Glycerol tripropanoate								C12H20O6			[-0.0]	[0.012804180599234844]	[0.0]	[0.044038141894847345]	[117.05551]	0.012804180599234844	2	0.98260813	1.010149197	1.004984713	1.025444096	0.997680925	1.02777435	0.992324332	1.012304711	1.006715219	1.004485171	0.995391354	1.003228951	0.969362986	0.994683931	1.003315564	0.979450322	0.975444228	0.954711043	1.001225357	1.008457655	1.015984148	1.0102166	1.02307847	1.017814794	1.044290376	1.023490549	1.011856941	0.994102777	1.0220428	0.989444656	0.997680841	1.004630451	1.002384841	0.999379781	0.987282364	0.986649078	1.008508785	0.986473864	0.990082598	1.001441656	0.986356568	0.989012739	0.985225328	1.004746989	0.977288581	0.99271685	1.006431111	0.993190246	1.011580971	0.997861042	1.011044376	1.011714703	1.002068916	0.99065486	1.017860152	1.001526742	1.002116579	1.007812512	1.005230121	0.985664534	0.990009977	1.005065304	1.003147568	1.003110417	0.99318092	1.012560637	0.994888264	1.015913362	1.004104119	1.009519987
A0230	129.05569	0.412	189353 // 167488	M-2H	5.0	260.1273	Gartryprostatin // Cardiogenol								C13H16N4O2			[-0.0]	[0.012804180599234844]	[0.0]	[0.044038141894847345]	[117.05551]	0.012003919311782666	3	0.98260813	1.010149197	1.004984713	1.025444096	0.997680925	1.02777435	0.992324332	1.012304711	1.006715219	1.004485171	0.995391354	1.003228951	0.969362986	0.994683931	1.003315564	0.979450322	0.975444228	0.954711043	1.001225357	1.008457655	1.015984148	1.0102166	1.02307847	1.017814794	1.044290376	1.023490549	1.011856941	0.994102777	1.0220428	0.989444656	0.997680841	1.004630451	1.002384841	0.999379781	0.987282364	0.986649078	1.008508785	0.986473864	0.990082598	1.001441656	0.986356568	0.989012739	0.985225328	1.004746989	0.977288581	0.99271685	1.006431111	0.993190246	1.011580971	0.997861042	1.011044376	1.011714703	1.002068916	0.99065486	1.017860152	1.001526742	1.002116579	1.007812512	1.005230121	0.985664534	0.990009977	1.005065304	1.003147568	1.003110417	0.99318092	1.012560637	0.994888264	1.015913362	1.004104119	1.009519987
A0515	223.13396	6.885	189370 // 146959 // 75466 // 127821 // 147133 // 70120 // 31985 // 46340 // 158160	M-H	0.0	224.1412 // 224.1413	Nipyrone // Annuionone // Methylbutyl-furanbutanoate // Hydroxy-dinor-xanthen-olide // Epoxyeremopetasinorol // LMSD{ WE 13:3;O } // Methyl-pentyl-furanpropanoate // Hydroxy-oxo-ionol								C13H20O3	WE	WE	[-0.0, -0.0]	[-0.0]	[0.0]	[nan]	[nan]	0.0	3	1.016883771	0.986423329	0.975822248	1.021535937	0.989214227	0.990850531	1.0822026	1.010796791	1.116322588	0.960819654	0.966604686	1.020762922	1.02839982	1.017465462	0.969167273	1.007791289	1.013578407	1.050607171	1.026098772	0.998935174	1.050556525	1.046797555	1.052986484	1.038295255	1.052637216	1.060547373	1.027884283	1.024176564	1.053094071	1.062807021	1.059854536	1.017142142	1.056638823	0.992843169	1.02829336	0.991942229	1.029046945	0.98813222	1.018175912	0.964488934	1.056699313	1.014619465	0.974084351	1.085369378	0.98048281	1.00631646	1.011471995	0.995311352	0.983485657	1.024751059	0.99377482	0.988306028	1.013603684	1.000359917	1.066723012	0.958575997	1.017190125	0.988154296	1.026582984	1.014317472	1.018663478	1.033452507	1.007896916	1.044985407	1.004427098	0.995613234	1.025543142	0.976608338	1.033277062	0.97250916
A0515	223.13396	6.885	27179 // 28001 // 28007 // 25679 // 158759	M-H	0.0	224.1412 // 224.1413	LMSD{ FA 13:3;O } // FA 12:3(Me)(OH); LMSD{ FA 13:3;O } // Vomifoliol				NP				C13H20O3	FA	FA	[-0.0, -0.0]	[-0.0]	[12.0]	[nan]	[nan]	12.0	1	1.016883771	0.986423329	0.975822248	1.021535937	0.989214227	0.990850531	1.0822026	1.010796791	1.116322588	0.960819654	0.966604686	1.020762922	1.02839982	1.017465462	0.969167273	1.007791289	1.013578407	1.050607171	1.026098772	0.998935174	1.050556525	1.046797555	1.052986484	1.038295255	1.052637216	1.060547373	1.027884283	1.024176564	1.053094071	1.062807021	1.059854536	1.017142142	1.056638823	0.992843169	1.02829336	0.991942229	1.029046945	0.98813222	1.018175912	0.964488934	1.056699313	1.014619465	0.974084351	1.085369378	0.98048281	1.00631646	1.011471995	0.995311352	0.983485657	1.024751059	0.99377482	0.988306028	1.013603684	1.000359917	1.066723012	0.958575997	1.017190125	0.988154296	1.026582984	1.014317472	1.018663478	1.033452507	1.007896916	1.044985407	1.004427098	0.995613234	1.025543142	0.976608338	1.033277062	0.97250916
A0515	223.13396	6.885	140015	M-H	0.0	224.1412	Octyl-furoate							Food	C13H20O3			[-0.0]	[1.1786139883962277]	[0.0]	[0.3408100778584551]	[369.17404]	1.1786139883962277	2	1.016883771	0.986423329	0.975822248	1.021535937	0.989214227	0.990850531	1.0822026	1.010796791	1.116322588	0.960819654	0.966604686	1.020762922	1.02839982	1.017465462	0.969167273	1.007791289	1.013578407	1.050607171	1.026098772	0.998935174	1.050556525	1.046797555	1.052986484	1.038295255	1.052637216	1.060547373	1.027884283	1.024176564	1.053094071	1.062807021	1.059854536	1.017142142	1.056638823	0.992843169	1.02829336	0.991942229	1.029046945	0.98813222	1.018175912	0.964488934	1.056699313	1.014619465	0.974084351	1.085369378	0.98048281	1.00631646	1.011471995	0.995311352	0.983485657	1.024751059	0.99377482	0.988306028	1.013603684	1.000359917	1.066723012	0.958575997	1.017190125	0.988154296	1.026582984	1.014317472	1.018663478	1.033452507	1.007896916	1.044985407	1.004427098	0.995613234	1.025543142	0.976608338	1.033277062	0.97250916
A0515	223.13396	6.885	150418 // 128801 // 84560 // 70764 // 74636 // 73924 // 114383 // 101095 // 49890 // 121832	M+HCOOH-H	0.0	178.1358	Hexylphenol // Ethoxy-methyl-(methylethyl)benzene // Isopropyl-methylbicyclooct-en-one // Tricycloekasantal // Propofol // Methyl-oxatetracyclododecane // Methyl-phenyl-pentanol // Diisopropylphenol // Geijerone								C12H18O			[-0.0]	[1.1786139883962277]	[0.0]	[0.3408100778584551]	[369.17404]	1.1786139883962277	2	1.016883771	0.986423329	0.975822248	1.021535937	0.989214227	0.990850531	1.0822026	1.010796791	1.116322588	0.960819654	0.966604686	1.020762922	1.02839982	1.017465462	0.969167273	1.007791289	1.013578407	1.050607171	1.026098772	0.998935174	1.050556525	1.046797555	1.052986484	1.038295255	1.052637216	1.060547373	1.027884283	1.024176564	1.053094071	1.062807021	1.059854536	1.017142142	1.056638823	0.992843169	1.02829336	0.991942229	1.029046945	0.98813222	1.018175912	0.964488934	1.056699313	1.014619465	0.974084351	1.085369378	0.98048281	1.00631646	1.011471995	0.995311352	0.983485657	1.024751059	0.99377482	0.988306028	1.013603684	1.000359917	1.066723012	0.958575997	1.017190125	0.988154296	1.026582984	1.014317472	1.018663478	1.033452507	1.007896916	1.044985407	1.004427098	0.995613234	1.025543142	0.976608338	1.033277062	0.97250916
A0515	223.13396	6.885	55055	M+HCOOH-H	0.0	178.1358	Quinceoxepine							Food	C12H18O			[-0.0]	[1.1786139883962277]	[0.0]	[0.3408100778584551]	[369.17404]	1.1786139883962277	2	1.016883771	0.986423329	0.975822248	1.021535937	0.989214227	0.990850531	1.0822026	1.010796791	1.116322588	0.960819654	0.966604686	1.020762922	1.02839982	1.017465462	0.969167273	1.007791289	1.013578407	1.050607171	1.026098772	0.998935174	1.050556525	1.046797555	1.052986484	1.038295255	1.052637216	1.060547373	1.027884283	1.024176564	1.053094071	1.062807021	1.059854536	1.017142142	1.056638823	0.992843169	1.02829336	0.991942229	1.029046945	0.98813222	1.018175912	0.964488934	1.056699313	1.014619465	0.974084351	1.085369378	0.98048281	1.00631646	1.011471995	0.995311352	0.983485657	1.024751059	0.99377482	0.988306028	1.013603684	1.000359917	1.066723012	0.958575997	1.017190125	0.988154296	1.026582984	1.014317472	1.018663478	1.033452507	1.007896916	1.044985407	1.004427098	0.995613234	1.025543142	0.976608338	1.033277062	0.97250916
A0515	223.13396	6.885	143316 // 181643 // 181644	M-2H	0.0	448.2825	(ent)-Trihydroxy-oplopen-one-(methylbutanoate)-(methyl-pentenoate) // LMSD{ FA 26:6;O4 }								C26H40O6	FA	FA	[-0.0]	[-0.0]	[0.0]	[nan]	[nan]	0.0	3	1.016883771	0.986423329	0.975822248	1.021535937	0.989214227	0.990850531	1.0822026	1.010796791	1.116322588	0.960819654	0.966604686	1.020762922	1.02839982	1.017465462	0.969167273	1.007791289	1.013578407	1.050607171	1.026098772	0.998935174	1.050556525	1.046797555	1.052986484	1.038295255	1.052637216	1.060547373	1.027884283	1.024176564	1.053094071	1.062807021	1.059854536	1.017142142	1.056638823	0.992843169	1.02829336	0.991942229	1.029046945	0.98813222	1.018175912	0.964488934	1.056699313	1.014619465	0.974084351	1.085369378	0.98048281	1.00631646	1.011471995	0.995311352	0.983485657	1.024751059	0.99377482	0.988306028	1.013603684	1.000359917	1.066723012	0.958575997	1.017190125	0.988154296	1.026582984	1.014317472	1.018663478	1.033452507	1.007896916	1.044985407	1.004427098	0.995613234	1.025543142	0.976608338	1.033277062	0.97250916
A0515	223.13396	6.885	161762	M-2H	0.0	448.2825	Feruloyloxypalmitate			Plant					C26H40O6			[-0.0]	[1.1786139883962277]	[0.0]	[0.3408100778584551]	[369.17404]	1.1786139883962277	2	1.016883771	0.986423329	0.975822248	1.021535937	0.989214227	0.990850531	1.0822026	1.010796791	1.116322588	0.960819654	0.966604686	1.020762922	1.02839982	1.017465462	0.969167273	1.007791289	1.013578407	1.050607171	1.026098772	0.998935174	1.050556525	1.046797555	1.052986484	1.038295255	1.052637216	1.060547373	1.027884283	1.024176564	1.053094071	1.062807021	1.059854536	1.017142142	1.056638823	0.992843169	1.02829336	0.991942229	1.029046945	0.98813222	1.018175912	0.964488934	1.056699313	1.014619465	0.974084351	1.085369378	0.98048281	1.00631646	1.011471995	0.995311352	0.983485657	1.024751059	0.99377482	0.988306028	1.013603684	1.000359917	1.066723012	0.958575997	1.017190125	0.988154296	1.026582984	1.014317472	1.018663478	1.033452507	1.007896916	1.044985407	1.004427098	0.995613234	1.025543142	0.976608338	1.033277062	0.97250916
