PE(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z))
PE(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))
PE(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))
PE(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z))
PE(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))
PE(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))
PE(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z))
PE(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z))
PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0)
PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z))
PE(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))
PE(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))
PE(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))
PE(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z))
PE(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))
PE(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))
PE(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))
PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
PE(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z))
PE(18:0/20:4(5Z,8Z,11Z,13E)(15Ke))
1-(8-[3]-ladderane-octanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerophosphoethanolamine
PS(P-16:0/19:1(9Z))
PS(P-18:0/17:1(9Z))
PS(P-20:0/15:1(9Z))
PS(O-18:0/17:2(9Z,12Z))
Tulathromycin A
Tulathromycin B
PE(19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
PC(22:6(4E,7E,10E,13E,16E,19E)/16:0)
PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:0)
PC(16:0/22:6(4E,7E,10E,13E,16E,19E))
PE-NMe(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)
PE-NMe(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))
PE-NMe(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))
PE-NMe(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z))
PE-NMe(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))
PE-NMe(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z))
PE-NMe(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))
PE-NMe(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))
PE-NMe(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))
PE-NMe(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))
PE-NMe(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))
PE-NMe(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z))
PE-NMe(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))
PE-NMe(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z))
PE-NMe(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))
PE-NMe(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
PE-NMe(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))
PE-NMe(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z))
PE-NMe(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z))
PE-NMe(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))
PE-NMe(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))
PE-NMe(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z))
PE-NMe(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))
PE-NMe(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z))
PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))
PC(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z))
PC(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z))
PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))
PC(16:0/22:6(3Z,6Z,9Z,12Z,15Z,18))[U]
PC(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))
PC(16:0/22:6(4E,7E,10E,13E,16E,19E))[U]
PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[S]
PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[U]
PC(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[U]
PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z))
PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[U]
PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))[U]
PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)[U]
PC(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))
PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))
PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)
PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))
PC(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z))
PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))
PC(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z))
PC(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))
PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
PC(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))
PC(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))
PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))
PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))
PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))
PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))
PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))
PC(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))
PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))
LacCer(d18:1/12:0)
LacCer(d14:1/16:0)
Lactosylceramide (d18:1/12:0)
Galabiosylceramide (d18:1/12:0)
3-O-Sulfogalactosylceramide (d18:1/18:1(9Z))
PC(22:5(7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z))
PC(22:5(4Z,7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))
PC(22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))
PC(22:4(7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))
PS(P-20:0/22:4(7Z,10Z,13Z,16Z))
(3'-sulfo)Galbeta-Cer(d18:1/20:0(2OH))
OKDdiA-PE
7-Epizucchini factor A
PE(12:0/20:5(5Z,8Z,11Z,14Z,17Z))
PE(20:5(5Z,8Z,11Z,14Z,17Z)/12:0)
PE(14:1(9Z)/18:4(6Z,9Z,12Z,15Z))
PE(18:4(6Z,9Z,12Z,15Z)/14:1(9Z))
Galbeta1-3(Fucalpha1-4)GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
Fucalpha1-2Galbeta1-3GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
Fucalpha1-3GlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
Galbeta1-4(Fucalpha1-3)GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
Fucalpha1-2Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
Fucalpha1-2Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
Ganglioside GM2 (d18:1/22:1(13Z))
alNAcbeta1-4(NeuGcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
Omphalotin B
Galalpha1-3Galalpha1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:0)
Polymyxin B Sulfate
Polymyxin B1
CL(10:0/10:0/13:0/18:2(9Z,11Z))
CL(8:0/12:0/a-13:0/18:2(9Z,11Z))
CL(8:0/8:0/17:0/18:2(9Z,11Z))
CL(8:0/10:0/15:0/18:2(9Z,11Z))
CL(8:0/12:0/i-13:0/18:2(9Z,11Z))
CL(8:0/i-12:0/i-13:0/18:2(9Z,11Z))
CL(8:0/10:0/a-15:0/18:2(9Z,11Z))
CL(8:0/8:0/a-17:0/18:2(9Z,11Z))
CL(8:0/10:0/i-15:0/18:2(9Z,11Z))
CL(8:0/8:0/i-17:0/18:2(9Z,11Z))
CL(8:0/12:0/13:0/18:2(9Z,11Z))
CL(8:0/i-12:0/13:0/18:2(9Z,11Z))
CL(8:0/11:0/i-14:0/18:2(9Z,11Z))
CL(8:0/11:0/14:0/18:2(9Z,11Z))
CL(8:0/i-12:0/a-13:0/18:2(9Z,11Z))
CL(8:0/13:0/i-14:0/15:0)
CL(8:0/8:0/16:0/i-18:0)
CL(8:0/13:0/i-14:0/a-15:0)
CL(8:0/a-13:0/i-14:0/a-15:0)
CL(8:0/13:0/14:0/a-15:0)
CL(8:0/12:0/12:0/18:0)
CL(8:0/11:0/11:0/i-20:0)
CL(i-13:0/i-12:0/i-12:0/a-13:0)[rac]
CL(8:0/11:0/i-13:0/18:0)
CL(i-12:0/i-13:0/a-13:0/i-12:0)[rac]
CL(8:0/12:0/14:0/16:0)
CL(8:0/10:0/14:0/i-18:0)
CL(8:0/8:0/11:0/23:0)
CL(8:0/11:0/12:0/i-19:0)
CL(8:0/12:0/12:0/i-18:0)
CL(8:0/i-12:0/a-13:0/17:0)
CL(8:0/11:0/i-14:0/i-17:0)
CL(8:0/10:0/a-15:0/a-17:0)
CL(8:0/i-12:0/i-15:0/i-15:0)
CL(8:0/i-12:0/i-12:0/18:0)
CL(8:0/8:0/16:0/18:0)
CL(8:0/12:0/i-14:0/16:0)
CL(8:0/8:0/i-12:0/22:0)
CL(8:0/10:0/14:0/18:0)
CL(10:0/10:0/13:0/17:0)
CL(10:0/10:0/12:0/i-18:0)
CL(8:0/8:0/13:0/21:0)
CL(8:0/a-13:0/14:0/a-15:0)
CL(8:0/11:0/i-14:0/a-17:0)
CL(8:0/i-13:0/14:0/15:0)
CL(8:0/8:0/12:0/i-22:0)
CL(8:0/11:0/14:0/17:0)
CL(i-12:0/i-12:0/i-12:0/i-14:0)
CL(8:0/11:0/a-15:0/i-16:0)
CL(8:0/8:0/a-15:0/19:0)
CL(8:0/a-13:0/i-14:0/15:0)
CL(8:0/10:0/15:0/a-17:0)
CL(8:0/12:0/a-15:0/i-15:0)
CL(8:0/8:0/i-12:0/i-22:0)
CL(10:0/10:0/a-13:0/17:0)
CL(8:0/10:0/16:0/i-16:0)
CL(8:0/13:0/14:0/i-15:0)
CL(8:0/12:0/i-12:0/18:0)
CL(8:0/i-12:0/i-14:0/16:0)
CL(8:0/12:0/i-15:0/i-15:0)
CL(i-12:0/i-13:0/i-12:0/a-13:0)[rac]
CL(10:0/10:0/a-13:0/i-17:0)
CL(8:0/10:0/12:0/20:0)
CL(8:0/12:0/13:0/i-17:0)
CL(8:0/11:0/12:0/19:0)
CL(8:0/10:0/12:0/i-20:0)
CL(8:0/i-13:0/i-14:0/15:0)
CL(8:0/i-13:0/i-14:0/i-15:0)
CL(8:0/12:0/15:0/15:0)
CL(8:0/8:0/a-13:0/21:0)
CL(8:0/11:0/a-13:0/18:0)
CL(8:0/12:0/a-13:0/a-17:0)
CL(8:0/10:0/i-13:0/19:0)
CL(8:0/8:0/15:0/i-19:0)
CL(a-13:0/i-13:0/i-12:0/i-12:0)[rac]
CL(8:0/12:0/14:0/i-16:0)
CL(i-13:0/i-12:0/i-13:0/i-12:0)
CL(8:0/8:0/a-17:0/a-17:0)
CL(8:0/13:0/13:0/16:0)
CL(8:0/10:0/a-15:0/17:0)
CL(i-13:0/a-13:0/i-12:0/i-12:0)[rac]
CL(8:0/10:0/a-13:0/19:0)
CL(8:0/8:0/14:0/i-20:0)
CL(i-13:0/i-12:0/i-12:0/i-13:0)
CL(8:0/10:0/i-12:0/20:0)
CL(8:0/i-12:0/15:0/15:0)
CL(8:0/11:0/13:0/18:0)
CL(8:0/13:0/a-13:0/i-16:0)
CL(8:0/11:0/i-12:0/i-19:0)
CL(10:0/10:0/10:0/20:0)
CL(8:0/12:0/15:0/i-15:0)
CL(8:0/13:0/14:0/15:0)
CL(10:0/10:0/13:0/i-17:0)
CL(8:0/8:0/a-17:0/i-17:0)
CL(8:0/12:0/i-13:0/i-17:0)
CL(8:0/11:0/14:0/a-17:0)
CL(8:0/i-12:0/i-14:0/i-16:0)
CL(i-12:0/a-13:0/i-13:0/i-12:0)[rac]
CL(i-12:0/i-12:0/i-13:0/i-13:0)
CL(8:0/10:0/16:0/16:0)
CL(10:0/10:0/a-13:0/a-17:0)
CL(8:0/i-12:0/a-15:0/a-15:0)
CL(i-12:0/a-13:0/a-13:0/i-12:0)[rac]
CL(8:0/8:0/17:0/a-17:0)
CL(8:0/a-13:0/i-14:0/i-15:0)
CL(8:0/10:0/10:0/22:0)
CL(i-12:0/i-12:0/a-13:0/i-13:0)[rac]
CL(i-13:0/i-13:0/i-12:0/i-12:0)
CL(8:0/10:0/i-15:0/17:0)
CL(8:0/11:0/15:0/16:0)
CL(a-13:0/i-12:0/a-13:0/i-12:0)[rac]
CL(8:0/10:0/a-15:0/i-17:0)
CL(8:0/i-12:0/14:0/i-16:0)
CL(8:0/10:0/i-16:0/i-16:0)
CL(10:0/10:0/10:0/i-20:0)
CL(8:0/8:0/12:0/22:0)
CL(8:0/14:0/14:0/14:0)
CL(8:0/i-12:0/i-12:0/i-18:0)
CL(i-13:0/i-12:0/a-13:0/i-12:0)[rac]
CL(8:0/i-12:0/13:0/17:0)
CL(a-13:0/i-12:0/i-12:0/a-13:0)[rac]
CL(8:0/a-13:0/a-13:0/i-16:0)
CL(8:0/8:0/i-13:0/a-21:0)
CL(8:0/8:0/i-14:0/i-20:0)
CL(8:0/11:0/i-12:0/19:0)
CL(8:0/10:0/13:0/19:0)
CL(8:0/11:0/i-15:0/16:0)
CL(8:0/8:0/13:0/i-21:0)
CL(8:0/10:0/11:0/21:0)
CL(8:0/10:0/15:0/i-17:0)
CL(8:0/8:0/i-16:0/i-18:0)
CL(8:0/8:0/17:0/17:0)
CL(8:0/11:0/14:0/i-17:0)
CL(8:0/11:0/i-13:0/i-18:0)
CL(8:0/10:0/10:0/i-22:0)
CL(8:0/i-14:0/i-14:0/i-14:0)
CL(10:0/10:0/i-12:0/18:0)
CL(10:0/10:0/13:0/a-17:0)
CL(8:0/8:0/i-13:0/21:0)
CL(8:0/14:0/i-14:0/i-14:0)
CL(i-12:0/i-12:0/a-13:0/a-13:0)[rac]
CL(8:0/i-13:0/14:0/a-15:0)
CL(8:0/i-12:0/15:0/i-15:0)
CL(8:0/8:0/a-13:0/a-21:0)
CL(8:0/8:0/i-16:0/18:0)
CL(a-13:0/i-12:0/i-13:0/i-12:0)[rac]
CL(8:0/8:0/13:0/a-21:0)
CL(8:0/11:0/11:0/20:0)
CL(10:0/10:0/12:0/18:0)
CL(8:0/a-13:0/14:0/15:0)
CL(8:0/8:0/10:0/i-24:0)
CL(8:0/10:0/15:0/17:0)
CL(8:0/12:0/a-13:0/17:0)
CL(8:0/13:0/a-13:0/16:0)
CL(8:0/i-12:0/a-15:0/i-15:0)
CL(8:0/10:0/11:0/i-21:0)
CL(i-12:0/i-13:0/i-12:0/i-13:0)
CL(8:0/12:0/a-15:0/a-15:0)
CL(8:0/12:0/i-13:0/17:0)
CL(8:0/11:0/15:0/i-16:0)
CL(8:0/8:0/i-15:0/i-19:0)
CL(8:0/11:0/i-15:0/i-16:0)
CL(8:0/12:0/i-14:0/i-16:0)
CL(8:0/8:0/15:0/19:0)
CL(8:0/a-13:0/i-13:0/16:0)
CL(8:0/8:0/i-14:0/20:0)
CL(8:0/i-12:0/15:0/a-15:0)
CL(8:0/8:0/i-17:0/i-17:0)
CL(10:0/10:0/i-12:0/i-18:0)
CL(8:0/8:0/i-15:0/19:0)
CL(8:0/11:0/i-14:0/17:0)
CL(8:0/10:0/i-14:0/18:0)
CL(10:0/10:0/11:0/i-19:0)
CL(8:0/i-13:0/14:0/i-15:0)
CL(8:0/i-12:0/a-13:0/i-17:0)
CL(i-14:0/i-12:0/i-12:0/i-12:0)
CL(8:0/i-12:0/i-13:0/17:0)
CL(8:0/11:0/a-15:0/16:0)
CL(8:0/10:0/i-12:0/i-20:0)
CL(8:0/10:0/i-15:0/i-17:0)
CL(8:0/12:0/15:0/a-15:0)
CL(8:0/a-13:0/14:0/i-15:0)
CL(8:0/10:0/i-15:0/a-17:0)
CL(i-12:0/i-13:0/i-13:0/i-12:0)
CL(8:0/i-12:0/i-13:0/i-17:0)
CL(8:0/10:0/i-13:0/i-19:0)
CL(10:0/10:0/11:0/19:0)
CL(8:0/i-13:0/i-13:0/i-16:0)
CL(8:0/i-12:0/13:0/i-17:0)
CL(8:0/8:0/i-13:0/i-21:0)
CL(8:0/i-12:0/i-13:0/a-17:0)
CL(8:0/11:0/a-13:0/i-18:0)
CL(8:0/8:0/17:0/i-17:0)
CL(a-13:0/i-12:0/i-12:0/i-13:0)[rac]
CL(8:0/a-13:0/i-13:0/i-16:0)
CL(8:0/10:0/a-13:0/i-19:0)
CL(8:0/13:0/i-13:0/16:0)
CL(8:0/12:0/13:0/17:0)
CL(8:0/a-13:0/a-13:0/16:0)
CL(8:0/13:0/i-14:0/i-15:0)
CL(8:0/12:0/i-12:0/i-18:0)
CL(8:0/i-13:0/i-13:0/16:0)
CL(8:0/i-12:0/13:0/a-17:0)
CL(8:0/8:0/a-15:0/i-19:0)
CL(8:0/10:0/i-14:0/i-18:0)
CL(8:0/i-12:0/a-13:0/a-17:0)
CL(i-12:0/i-12:0/i-13:0/a-13:0)[rac]
CL(8:0/13:0/i-13:0/i-16:0)
CL(8:0/14:0/14:0/i-14:0)
CL(i-12:0/a-13:0/i-12:0/i-13:0)[rac]
CL(8:0/i-13:0/i-14:0/a-15:0)
CL(8:0/12:0/13:0/a-17:0)
CL(8:0/8:0/10:0/24:0)
CL(i-12:0/a-13:0/i-12:0/a-13:0)[rac]
CL(8:0/10:0/11:0/a-21:0)
CL(8:0/10:0/13:0/i-19:0)
CL(8:0/12:0/i-13:0/a-17:0)
CL(8:0/12:0/a-13:0/i-17:0)
CL(8:0/8:0/14:0/20:0)
CL(a-13:0/a-13:0/i-12:0/i-12:0)[rac]
CL(i-12:0/i-14:0/i-12:0/i-12:0)
CL(8:0/11:0/13:0/i-18:0)
CL(8:0/i-12:0/14:0/16:0)
CL(i-12:0/i-12:0/i-14:0/i-12:0)
CL(8:0/13:0/13:0/i-16:0)
CL(8:0/8:0/a-13:0/i-21:0)
CL(8:0/11:0/i-15:0/18:2(9Z,11Z))
CL(8:0/a-13:0/a-13:0/18:2(9Z,11Z))
CL(8:0/12:0/14:0/18:2(9Z,11Z))
CL(8:0/8:0/i-18:0/18:2(9Z,11Z))
CL(8:0/i-13:0/i-13:0/18:2(9Z,11Z))
CL(8:0/12:0/i-14:0/18:2(9Z,11Z))
CL(8:0/10:0/i-16:0/18:2(9Z,11Z))
CL(8:0/10:0/16:0/18:2(9Z,11Z))
CL(8:0/i-12:0/14:0/18:2(9Z,11Z))
CL(8:0/a-13:0/i-13:0/18:2(9Z,11Z))
CL(8:0/13:0/13:0/18:2(9Z,11Z))
CL(8:0/i-12:0/i-14:0/18:2(9Z,11Z))
CL(8:0/8:0/18:0/18:2(9Z,11Z))
CL(8:0/11:0/15:0/18:2(9Z,11Z))
CL(8:0/11:0/a-15:0/18:2(9Z,11Z))
CL(8:0/13:0/i-13:0/18:2(9Z,11Z))
CL(8:0/13:0/a-13:0/18:2(9Z,11Z))
NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/18:0)
Ganglioside GM3 (d18:1/18:0)
Ganglioside GM3 (d18:0/18:1(9Z))
Ganglioside GM3 (d18:0/18:1(11Z))
OKOOA-PC
PKODiA-PC
1-Palmitoyl-2-(5-keto-6-octenedioyl)-sn-glycero-3-phosphocholine
PC(16:0/8:1(COOH-O))
Lolitrem E
OKODA-PE
PS(22:0/0:0)
PC(O-16:0/3:1(2E))
PC(19:1(9Z)/0:0)
PE(22:1(11Z)/0:0)
PC(O-16:0/3:1(2E))[S]
LysoPE(0:0/22:1(13Z))
LysoPE(22:1(13Z)/0:0)
gamma-Chaconine
PA(15:0/22:2(13Z,16Z))
PA(22:2(13Z,16Z)/15:0)
PA(20:0/17:2(9Z,12Z))
PA(17:1(9Z)/20:1(11Z))
PA(20:1(11Z)/17:1(9Z))
PA(17:2(9Z,12Z)/20:0)
1-tetradecanyl-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)
PA(20:2(11Z,14Z)/17:0)
PA(18:1(9Z)/19:1(9Z))
PA(18:2(9Z,12Z)/19:0)
PA(15:1(9Z)/22:1(11Z))
PA(19:0/18:2(9Z,12Z))
PA(22:1(11Z)/15:1(9Z))
PA(19:1(9Z)/18:1(9Z))
PA(17:0/20:2(11Z,14Z))
DG(22:5n6/0:0/22:6n3)
DG(22:5n3/0:0/22:6n3)
DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)
DG(22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
