pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Caffeine metabolism	0	0	0.1657381030411509			
Lipoate metabolism	0	3	0.1657381030411509			
Heparan sulfate biosynthesis	0	0	0.1657381030411509			
Drug metabolism - cytochrome P450	0	0	0.1657381030411509			
Vitamin B9 (folate) metabolism	0	0	0.1657381030411509			
Tryptophan metabolism	0	0	0.1657381030411509			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.1657381030411509			
Urea cycle/amino group metabolism	0	4	0.1657381030411509			
Valine, leucine and isoleucine degradation	0	6	0.1657381030411509			
Glycosaminoglycan degradation	0	0	0.1657381030411509			
Fatty acid oxidation	0	0	0.1657381030411509			
Fructose and mannose metabolism	0	0	0.1657381030411509			
ROS Detoxification	0	0	0.1657381030411509			
Xenobiotics metabolism	0	0	0.1657381030411509			
Saturated fatty acids beta-oxidation	0	2	0.1657381030411509			
CoA Catabolism	0	0	0.1657381030411509			
Omega-3 fatty acid metabolism	0	4	0.1657381030411509			
Butanoate metabolism	0	6	0.1657381030411509			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.1657381030411509			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.1657381030411509			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	1	0.1657381030411509			
Geraniol degradation	0	0	0.1657381030411509			
D4&E4-neuroprostanes formation	0	0	0.1657381030411509			
Vitamin D	0	1	0.1657381030411509			
Dynorphin metabolism	0	0	0.1657381030411509			
Heparan sulfate degradation	0	0	0.1657381030411509			
Fatty acid oxidation, peroxisome	0	0	0.1657381030411509			
Polyunsaturated fatty acid biosynthesis	0	0	0.1657381030411509			
Purine metabolism	0	1	0.1657381030411509			
Alanine and Aspartate Metabolism	0	1	0.1657381030411509			
Glutathione Metabolism	0	0	0.1657381030411509			
Keratan sulfate biosynthesis	0	0	0.1657381030411509			
TCA cycle	0	0	0.1657381030411509			
3-Chloroacrylic acid degradation	0	0	0.1657381030411509			
Arachidonic acid metabolism	0	5	0.1657381030411509			
Sphingolipid metabolism	0	0	0.1657381030411509			
O-Glycan biosynthesis	0	0	0.1657381030411509			
Glycosphingolipid metabolism	0	8	0.1657381030411509			
Limonene and pinene degradation	0	2	0.1657381030411509			
Arginine and Proline Metabolism	0	3	0.1657381030411509			
Proteoglycan biosynthesis	0	0	0.1657381030411509			
Vitamin K metabolism	0	2	0.1657381030411509			
Glutamate metabolism	0	0	0.1657381030411509			
Porphyrin metabolism	0	0	0.1657381030411509			
Phosphatidylinositol phosphate metabolism	0	0	0.1657381030411509			
Benzoate degradation via CoA ligation	0	0	0.1657381030411509			
Prostaglandin formation from arachidonate	0	5	0.1657381030411509			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.1657381030411509			
Vitamin B6 (pyridoxine) metabolism	0	0	0.1657381030411509			
Atrazine degradation	0	0	0.1657381030411509			
N-Glycan Degradation	0	0	0.1657381030411509			
Leukotriene metabolism	0	3	0.1657381030411509			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.1657381030411509			
Carbon fixation	0	0	0.1657381030411509			
Nucleotide Sugar Metabolism	0	0	0.1657381030411509			
Ubiquinone Biosynthesis	0	0	0.1657381030411509			
1- and 2-Methylnaphthalene degradation	0	0	0.1657381030411509			
Pyrimidine metabolism	0	2	0.1657381030411509			
Aspartate and asparagine metabolism	0	8	0.1657381030411509			
Nitrogen metabolism	0	1	0.1657381030411509			
Drug metabolism - other enzymes	0	0	0.1657381030411509			
Aminosugars metabolism	0	0	0.1657381030411509			
Tyrosine metabolism	0	3	0.1657381030411509			
Beta-Alanine metabolism	0	2	0.1657381030411509			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.1657381030411509			
Starch and Sucrose Metabolism	0	2	0.1657381030411509			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.1657381030411509			
Omega-6 fatty acid metabolism	0	1	0.1657381030411509			
Phytanic acid peroxisomal oxidation	0	0	0.1657381030411509			
Methionine and cysteine metabolism	0	0	0.1657381030411509			
Lysine metabolism	0	3	0.1657381030411509			
Selenoamino acid metabolism	0	0	0.1657381030411509			
