pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Blood Group Biosynthesis	0	0	0.16612049407612806			
Electron transport chain	0	0	0.16612049407612806			
Vitamin H (biotin) metabolism	0	3	0.16612049407612806			
Biopterin metabolism	0	0	0.16612049407612806			
Androgen and estrogen biosynthesis and metabolism	0	0	0.16612049407612806			
Glycine, serine, alanine and threonine metabolism	0	5	0.16612049407612806			
Caffeine metabolism	0	0	0.16612049407612806			
Lipoate metabolism	0	3	0.16612049407612806			
Heparan sulfate biosynthesis	0	0	0.16612049407612806			
Drug metabolism - cytochrome P450	0	0	0.16612049407612806			
Vitamin B9 (folate) metabolism	0	0	0.16612049407612806			
Tryptophan metabolism	0	0	0.16612049407612806			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.16612049407612806			
Urea cycle/amino group metabolism	0	4	0.16612049407612806			
Valine, leucine and isoleucine degradation	0	6	0.16612049407612806			
Glycosaminoglycan degradation	0	0	0.16612049407612806			
Fatty acid oxidation	0	0	0.16612049407612806			
Fructose and mannose metabolism	0	0	0.16612049407612806			
ROS Detoxification	0	0	0.16612049407612806			
Xenobiotics metabolism	0	0	0.16612049407612806			
Saturated fatty acids beta-oxidation	0	2	0.16612049407612806			
CoA Catabolism	0	0	0.16612049407612806			
Omega-3 fatty acid metabolism	0	4	0.16612049407612806			
Butanoate metabolism	0	6	0.16612049407612806			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.16612049407612806			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.16612049407612806			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	1	0.16612049407612806			
Geraniol degradation	0	0	0.16612049407612806			
D4&E4-neuroprostanes formation	0	0	0.16612049407612806			
Vitamin D	0	1	0.16612049407612806			
Dynorphin metabolism	0	0	0.16612049407612806			
Heparan sulfate degradation	0	0	0.16612049407612806			
Fatty acid oxidation, peroxisome	0	0	0.16612049407612806			
Polyunsaturated fatty acid biosynthesis	0	0	0.16612049407612806			
Purine metabolism	0	1	0.16612049407612806			
Alanine and Aspartate Metabolism	0	1	0.16612049407612806			
Glutathione Metabolism	0	0	0.16612049407612806			
Keratan sulfate biosynthesis	0	0	0.16612049407612806			
TCA cycle	0	0	0.16612049407612806			
3-Chloroacrylic acid degradation	0	0	0.16612049407612806			
Arachidonic acid metabolism	0	5	0.16612049407612806			
Sphingolipid metabolism	0	0	0.16612049407612806			
O-Glycan biosynthesis	0	0	0.16612049407612806			
Glycosphingolipid metabolism	0	8	0.16612049407612806			
Limonene and pinene degradation	0	2	0.16612049407612806			
Arginine and Proline Metabolism	0	3	0.16612049407612806			
Proteoglycan biosynthesis	0	0	0.16612049407612806			
Vitamin K metabolism	0	2	0.16612049407612806			
Glutamate metabolism	0	0	0.16612049407612806			
Porphyrin metabolism	0	0	0.16612049407612806			
Phosphatidylinositol phosphate metabolism	0	0	0.16612049407612806			
Benzoate degradation via CoA ligation	0	0	0.16612049407612806			
Prostaglandin formation from arachidonate	0	5	0.16612049407612806			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.16612049407612806			
Vitamin B6 (pyridoxine) metabolism	0	0	0.16612049407612806			
Atrazine degradation	0	0	0.16612049407612806			
N-Glycan Degradation	0	0	0.16612049407612806			
Leukotriene metabolism	0	3	0.16612049407612806			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.16612049407612806			
Carbon fixation	0	0	0.16612049407612806			
Nucleotide Sugar Metabolism	0	0	0.16612049407612806			
Ubiquinone Biosynthesis	0	0	0.16612049407612806			
1- and 2-Methylnaphthalene degradation	0	0	0.16612049407612806			
Pyrimidine metabolism	0	2	0.16612049407612806			
Aspartate and asparagine metabolism	0	8	0.16612049407612806			
Nitrogen metabolism	0	1	0.16612049407612806			
Drug metabolism - other enzymes	0	0	0.16612049407612806			
Aminosugars metabolism	0	0	0.16612049407612806			
Tyrosine metabolism	0	3	0.16612049407612806			
Beta-Alanine metabolism	0	2	0.16612049407612806			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.16612049407612806			
Starch and Sucrose Metabolism	0	2	0.16612049407612806			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.16612049407612806			
Omega-6 fatty acid metabolism	0	1	0.16612049407612806			
Phytanic acid peroxisomal oxidation	0	0	0.16612049407612806			
Methionine and cysteine metabolism	0	0	0.16612049407612806			
Lysine metabolism	0	3	0.16612049407612806			
Selenoamino acid metabolism	0	0	0.16612049407612806			
