pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Fatty Acid Metabolism	1	6	0.13746743971094866	E32	C03091/CE2315/C01189/C03845/C00187	5beta-Cholestan-3-one; Coprostan-3-one/cholesta-8(9)-en-3beta-ol/5alpha-Cholest-7-en-3beta-ol; Lathosterol/5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol/Cholesterol
Butanoate metabolism	1	6	0.13746743971094866	E308		
Linoleate metabolism	1	8	0.15107974119821863	E181	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Fatty acid activation	1	8	0.15107974119821863	E181	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Aspartate and asparagine metabolism	1	8	0.15107974119821863	E440		
Carnitine shuttle	1	9	0.1549449626081842	E3		
Hyaluronan Metabolism	0	0	0.16141500714225696			
N-Glycan biosynthesis	0	0	0.16141500714225696			
Glycolysis and Gluconeogenesis	0	0	0.16141500714225696			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.16141500714225696			
R Group Synthesis	0	0	0.16141500714225696			
C5-Branched dibasic acid metabolism	0	0	0.16141500714225696			
Pyruvate Metabolism	0	0	0.16141500714225696			
Chondroitin sulfate degradation	0	0	0.16141500714225696			
Di-unsaturated fatty acid beta-oxidation	0	3	0.16141500714225696			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.16141500714225696			
Hexose phosphorylation	0	0	0.16141500714225696			
Vitamin B2 (riboflavin) metabolism	0	0	0.16141500714225696			
Galactose metabolism	0	0	0.16141500714225696			
Keratan sulfate degradation	0	0	0.16141500714225696			
Glycerolipid metabolism	0	0	0.16141500714225696			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.16141500714225696			
Alkaloid biosynthesis II	0	0	0.16141500714225696			
Vitamin B1 (thiamin) metabolism	0	0	0.16141500714225696			
Glycosphingolipid biosynthesis - globoseries	0	0	0.16141500714225696			
Histidine metabolism	0	2	0.16141500714225696			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.16141500714225696			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.16141500714225696			
Parathio degradation	0	0	0.16141500714225696			
Propanoate metabolism	0	0	0.16141500714225696			
Blood Group Biosynthesis	0	0	0.16141500714225696			
Electron transport chain	0	0	0.16141500714225696			
Biopterin metabolism	0	0	0.16141500714225696			
Androgen and estrogen biosynthesis and metabolism	0	0	0.16141500714225696			
Caffeine metabolism	0	0	0.16141500714225696			
Heparan sulfate biosynthesis	0	0	0.16141500714225696			
Drug metabolism - cytochrome P450	0	0	0.16141500714225696			
Vitamin B9 (folate) metabolism	0	0	0.16141500714225696			
Tryptophan metabolism	0	0	0.16141500714225696			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.16141500714225696			
Urea cycle/amino group metabolism	0	4	0.16141500714225696			
Glycosaminoglycan degradation	0	0	0.16141500714225696			
Fatty acid oxidation	0	0	0.16141500714225696			
Fructose and mannose metabolism	0	0	0.16141500714225696			
ROS Detoxification	0	0	0.16141500714225696			
Xenobiotics metabolism	0	0	0.16141500714225696			
Saturated fatty acids beta-oxidation	0	2	0.16141500714225696			
CoA Catabolism	0	0	0.16141500714225696			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.16141500714225696			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.16141500714225696			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	1	0.16141500714225696			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	1	0.16141500714225696			
Geraniol degradation	0	0	0.16141500714225696			
D4&E4-neuroprostanes formation	0	0	0.16141500714225696			
Dynorphin metabolism	0	0	0.16141500714225696			
Heparan sulfate degradation	0	0	0.16141500714225696			
Fatty acid oxidation, peroxisome	0	0	0.16141500714225696			
Polyunsaturated fatty acid biosynthesis	0	0	0.16141500714225696			
Purine metabolism	0	1	0.16141500714225696			
Alanine and Aspartate Metabolism	0	1	0.16141500714225696			
Glutathione Metabolism	0	0	0.16141500714225696			
Keratan sulfate biosynthesis	0	0	0.16141500714225696			
TCA cycle	0	0	0.16141500714225696			
3-Chloroacrylic acid degradation	0	0	0.16141500714225696			
Sphingolipid metabolism	0	0	0.16141500714225696			
O-Glycan biosynthesis	0	0	0.16141500714225696			
Glycosphingolipid metabolism	0	8	0.16141500714225696			
Limonene and pinene degradation	0	2	0.16141500714225696			
Arginine and Proline Metabolism	0	3	0.16141500714225696			
Proteoglycan biosynthesis	0	0	0.16141500714225696			
Vitamin K metabolism	0	2	0.16141500714225696			
Glutamate metabolism	0	0	0.16141500714225696			
Porphyrin metabolism	0	0	0.16141500714225696			
Phosphatidylinositol phosphate metabolism	0	0	0.16141500714225696			
Benzoate degradation via CoA ligation	0	0	0.16141500714225696			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.16141500714225696			
Vitamin B6 (pyridoxine) metabolism	0	0	0.16141500714225696			
Pentose and Glucuronate Interconversions	0	1	0.16141500714225696			
Atrazine degradation	0	0	0.16141500714225696			
N-Glycan Degradation	0	0	0.16141500714225696			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.16141500714225696			
Carbon fixation	0	0	0.16141500714225696			
Nucleotide Sugar Metabolism	0	0	0.16141500714225696			
Ubiquinone Biosynthesis	0	0	0.16141500714225696			
1- and 2-Methylnaphthalene degradation	0	0	0.16141500714225696			
Pyrimidine metabolism	0	2	0.16141500714225696			
Nitrogen metabolism	0	1	0.16141500714225696			
Drug metabolism - other enzymes	0	0	0.16141500714225696			
Aminosugars metabolism	0	0	0.16141500714225696			
Beta-Alanine metabolism	0	2	0.16141500714225696			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.16141500714225696			
Starch and Sucrose Metabolism	0	2	0.16141500714225696			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.16141500714225696			
Phytanic acid peroxisomal oxidation	0	0	0.16141500714225696			
Pentose phosphate pathway	0	1	0.16141500714225696			
Methionine and cysteine metabolism	0	0	0.16141500714225696			
Selenoamino acid metabolism	0	0	0.16141500714225696			
