pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Porphyrin metabolism	0	0	0.16351567095202083			
Phosphatidylinositol phosphate metabolism	0	0	0.16351567095202083			
Benzoate degradation via CoA ligation	0	0	0.16351567095202083			
Prostaglandin formation from arachidonate	0	5	0.16351567095202083			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.16351567095202083			
Vitamin B6 (pyridoxine) metabolism	0	0	0.16351567095202083			
Atrazine degradation	0	0	0.16351567095202083			
N-Glycan Degradation	0	0	0.16351567095202083			
Leukotriene metabolism	0	3	0.16351567095202083			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.16351567095202083			
Carbon fixation	0	0	0.16351567095202083			
Nucleotide Sugar Metabolism	0	0	0.16351567095202083			
Ubiquinone Biosynthesis	0	0	0.16351567095202083			
1- and 2-Methylnaphthalene degradation	0	0	0.16351567095202083			
Pyrimidine metabolism	0	2	0.16351567095202083			
Aspartate and asparagine metabolism	0	8	0.16351567095202083			
Nitrogen metabolism	0	1	0.16351567095202083			
Drug metabolism - other enzymes	0	0	0.16351567095202083			
Aminosugars metabolism	0	0	0.16351567095202083			
Tyrosine metabolism	0	3	0.16351567095202083			
Beta-Alanine metabolism	0	2	0.16351567095202083			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.16351567095202083			
Starch and Sucrose Metabolism	0	2	0.16351567095202083			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.16351567095202083			
Omega-6 fatty acid metabolism	0	1	0.16351567095202083			
Phytanic acid peroxisomal oxidation	0	0	0.16351567095202083			
Methionine and cysteine metabolism	0	0	0.16351567095202083			
Lysine metabolism	0	3	0.16351567095202083			
Selenoamino acid metabolism	0	0	0.16351567095202083			
